,I1,I2,I3,P(IPO),P(H),P(L),P(1Day),C1,C2,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3,IndDivision,Manufacturing,Other,Services,Y1,Y2,C3x,C6x,C5x,T3x,T4x,T5x,S1x,S2x,S3x,income,perOffered,P/E,T5xbin,C6xbin,T3xbin,labels
326,STNG,Scorpio Tankers Inc.,4412,0.46452130174129813,0.6231424902627405,0.6230702070315971,0.3071962274417882,0.00782665663371155,1,0.42648274847538237,0.6658097022360673,0.08107749446122303,0.8309884110123876,0.23778130363459304,0.42796965985687235,0.30626635495557375,0.27500011796745694,0.2666828937746911,0.10622481759181435,0.1584974804525881,0.3238945791753952,0.17306584576726952,Services,0,0,1,1,0,0,0.24609581891985172,0.007189664121441367,0.48376372089817105,0.10958610881111419,0.007534695553676688,0.16845697602682547,0.5066601608965962,0.21825966275100145,0.7110051294355466,0.7629837936840962,0.26819516583601805,1,0,2,3
327,TBSI,TBS INTERNATIONAL LTD,4412,0.22119854703253072,0.17836341955336482,0.2724035349900076,0.18660514610362783,0.45018536646332646,1,0.9832031936394167,0.40428499024460934,0.3803315164862769,0.47480991487051755,0.6088647055317987,0.13757029928969172,0.2482635247796272,0.21263249994649663,0.22232960344126285,0.13828892185419112,0.14982167331943724,0.10301877315462488,0.06508569643079025,Services,0,0,1,1,1,1,0.24609581891985172,0.3699610247701699,0.10851953140778015,0.8203510696125029,0.07331484072717465,0.1964188452682104,0.0647849643515568,0.02772420866936122,0.389086932176369,0.6018335913014002,0.47027224837609233,1,0,1,3
328,TEU,BOX SHIPS INC.,4412,0.37622258501788236,0.7332216108767484,0.7323466349943977,0.22839900085100528,0.23489653990781484,1,0.9707913962074626,0.4523508312779422,0.19013477177675964,0.7996638859174774,0.7853649005480019,0.011949278031744514,0.06419489920829455,0.10831095208957986,0.07473619924468101,0.07542181959985168,0.030206808811536735,0.10301877315462488,0.062442790092040894,Services,0,0,1,1,0,1,0.24609581891985172,0.03556565152165831,0.995537559284874,0.8220967777842623,0.19681493315317006,0.004899815071481096,0.27281307316326464,0.24098575411948447,0.6588346272052983,0.9965879743806318,0.49409901070433804,1,0,4,2
329,ACLI,AMERICAN COMMERCIAL LINES INC. ,4400,0.957455251073391,0.9684119654572717,0.9675111255483393,0.7884284322774644,0.1925609139712175,1,0.5156631702260944,0.07897922532299245,0.4388317775299797,0.48324698263374377,0.8232862282738529,0.7957724261469136,0.7278371153630561,0.7123353955284983,0.6910401706539413,0.6385419515526527,0.5381348661657765,0.8208053565284277,0.7335831464683205,Services,0,0,1,0,1,1,0.6355191275531072,0.4627937002515494,0.3447328743492228,0.2800206868442492,0.29523562969023426,0.33801857677038455,0.6957624128311688,0.5057824086067252,0.7370421962728866,0.5046274558518707,0.7682003721021076,2,1,2,3
330,GLOG,GasLog Ltd.,4400,0.5546102538694483,0.824183607459961,0.8228541830625782,0.2991242627728365,0.13817936470345193,1,0.5665585586313778,0.833867962984465,0.9243058939455675,0.8053652979073633,0.3457503722015083,0.6978661884141533,0.7987072851671418,0.8340870920683072,0.7857764239072893,0.8289780115796549,0.4220568958832318,0.33177906194670004,0.42013993671225836,Services,0,0,1,1,0,1,0.24609581891985172,0.1981819730473508,0.7984244099202611,0.8649578177161732,0.5562195210055537,0.14760981378423,0.06924896851472583,0.06404828418352522,0.921386183491676,0.8122793706348356,0.9902139595950816,3,0,4,0
331,HRZ,Horizon Lines Inc. ,4400,0.22119854703253072,0.7332216108767484,0.7323466349943977,0.21691870692847015,0.9249445164917596,1,0.7348442188864763,0.15626247672504645,0.45697238426511083,0.8309884110123876,0.8821621205069443,0.39577909436302666,0.5534060018102803,0.48139394894738957,0.47325489863416126,0.4672489033184844,0.33873724955610307,0.29316751712078254,0.13780465199659941,Services,0,0,1,1,1,1,0.24609581891985172,0.1711276096857705,0.11874317191915479,0.8472426886285744,0.3691944385216399,0.27380592770102463,0.18260922001860608,0.020014568619434334,0.5937269387383314,0.8484362514507777,0.41469223688802187,2,0,1,3
332,TNK,TEEKAY TANKERS LTD.,4400,0.9165661238546559,0.9184451191898408,0.9171042716197453,0.7401637358573638,0.23489653990781484,1,0.9541402280963236,0.9036769558426648,0.1454654047419749,0.6442318338550315,0.5373785615192921,0.22096076842066498,0.12615402900842726,0.1582590663837144,0.14516454679366614,0.16629128750930866,0.06522876961229494,0.12396584878416728,0.32439281553366034,Services,0,0,1,0,1,1,0.666507949163264,0.030656745215780032,0.984518200759346,0.07964044489679778,0.6288975402724455,0.054552912581154384,0.23102319966790397,0.9288602737714302,0.7817531804732861,0.7629837936840962,0.5700140687609506,3,1,4,0
333,CENF,CENTRAL FREIGHT LINES INC,4213,0.6419535023186731,0.5019561906084825,0.502865540066132,0.5925387233838544,0.18439959424032343,1,0.5284438499735229,0.7972647633177733,0.2112041342094857,0.5067109135515693,0.7307585733837244,0.5643410085329826,0.3690452320632151,0.29564538358303893,0.38613583795912526,0.22845883915089982,0.7518985578462973,0.620656554623503,0.3954993035198887,Services,0,0,1,0,1,1,0.7850504915492638,0.10038866134041391,0.03594269064245087,0.15705067225635672,0.13771747887639774,0.9459786300310081,0.8535897273166413,0.6168800330260155,0.6030438387787896,0.9403123035016919,0.7682003721021076,1,1,1,3
334,OVNT,OVERNITE CORP,4213,0.8978070928531905,0.8925618646180287,0.8911502503023022,0.8352335608156181,0.26126000727396287,1,0.9952776463877967,0.5073785463532524,0.3844451145888868,0.8053652979073633,0.9154068647003111,0.7957724261469136,0.7261393672171104,0.6728818420976744,0.791622000921436,0.5689444048444908,0.8059883684376952,0.7512128480645311,0.5711630751259433,Services,0,0,1,0,1,1,0.6777161549395374,0.024588173001253072,0.03370948957643206,0.5894823624461875,0.17023666400194737,0.6914131108442277,0.5944341171061894,0.2753553912811567,0.9686452930987267,0.7629837936840962,0.5090184413157612,1,1,1,3
335,QLTY,QUALITY DISTRIBUTION INC ,4213,0.7928700562189778,0.7332216108767484,0.7323466349943977,0.6736096920039828,0.11714579748949705,1,0.2010804167494457,0.8114688683581897,0.21667596281774365,0.3683794743887034,0.7907533533008605,0.11044744359050357,0.16934900106391754,0.16643866285283554,0.19900217424396105,0.25176873615294315,0.1864609838395584,0.7442428484307351,0.1039227289541062,Services,0,0,1,0,1,0,0.7273575135424898,0.17846011047226118,0.35530484088517733,0.8318936724087604,0.8490102355380036,0.4131796608388104,0.9953442412953081,0.20656568795423308,0.5703636117880533,0.8386105610085617,0.37033585588821194,4,1,2,1
336,SWFT,SWIFT TRANSPORTATION Co,4213,0.29398357010096854,0.5019561906084825,0.502865540066132,0.23308501675168075,0.7235811290432587,1,0.2010804167494457,0.7784393000870564,0.7787331980873476,0.8053652979073633,0.9601974789257888,0.959170557373558,0.9829036320967903,0.7618715226408744,0.7511674729113914,0.9868138168892864,0.9964329774460252,0.776424383515602,0.7735663378641326,Services,0,0,1,1,1,0,0.24609581891985172,0.07188524518307847,0.4310835812279574,0.962701078863068,0.10833217053946792,0.5447044995366264,0.8897013947892396,0.48497771024845,0.9938770144897621,0.9714471013670579,0.35718404723905517,1,0,2,3
337,UACL,UNIVERSAL LOGISTICS HOLDINGS INC.,4213,0.9326109105241738,0.93932226174891,0.9381027094399069,0.8478914144840077,0.26126000727396287,0,0.9707913962074626,0.5102851312044625,0.17970387397629972,0.23080991453171779,0.7853649005480019,0.6315452400070771,0.4667538265782068,0.391749403339756,0.4213433996090516,0.258856095121223,0.27470540991739595,0.692754528964237,0.23904924231895425,Services,0,0,1,0,1,1,0.6557505410736999,0.2441392135560505,0.10082413561391002,0.11214693274863169,0.07893820774117782,0.25554498215022675,0.8334874952410662,0.16562402258440162,0.5145834434320741,0.7521861379267991,0.5559634682495919,1,1,1,3
338,FNET,Fortunet Inc. ,3990,0.15998511836530172,0.27001129705463384,0.2724035349900076,0.14812130073310847,0.6642960467138888,0,0.5999370127118475,0.34516746621627764,0.12883485659582677,0.08149867051077397,0.09942508677138479,0.044773364491531485,0.13354109618657062,0.10742881986528802,0.1152887134174847,0.1171201841581419,0.28702498021165584,0.222895084534579,0.06508569643079025,Manufacturing,1,0,0,1,1,1,0.24609581891985172,0.6482934600877969,0.25520829700119063,0.7423037459503636,0.22209608820854382,0.74940268749331,0.5702459669406872,0.09926746946496579,0.03222849670649853,0.3376112816867011,0.8212659102768043,1,0,1,3
339,PTEK,POKERTEK INC.,3990,0.29398357010096854,0.17836341955336482,0.18090246048771197,0.934329486666571,0.12398575841067377,0,0.3809496036686249,0.09008168284533041,0.11168997653887175,0.06517560965662145,0.7853649005480019,0.2544068774340108,0.24828673731476802,0.01663981639106115,0.014291793256730878,0.01873269915556302,0.04167438703001955,0.03346751951107767,0.02055521071477536,Manufacturing,1,0,0,0,1,0,0.24609581891985172,0.707534741354774,0.8780781063829688,0.24625487705544508,0.45914251493495534,0.5138181535074242,0.2405951294082006,0.7051147927264089,0.0303039497111216,0.28974167562831,0.03670736601011849,2,0,4,2
340,FUQI,FUQI INTERNATIONAL INC.,3911,0.15998511836530172,0.032290800488386326,0.03354688625585928,0.20446571111014294,0.484609284112403,0,0.6081787256334659,0.4052578867186675,0.2445919565748435,0.3713836111678981,0.41954394244940496,0.2077444053537899,0.23847014449110643,0.21749880990287263,0.25681627281109565,0.1269393980466758,0.3936852337502816,0.29316751712078254,0.1955895743871115,Manufacturing,1,0,0,0,1,1,0.9710535620672621,0.22948659601167404,0.3700982294623748,0.7088172057601863,0.05718942845343732,0.7537231756465762,0.545862700704455,0.40235287402619424,0.2774099389336474,0.7710982497225658,0.7994415274857234,1,1,2,3
341,SHMR,Shamir Optical Industry Ltd.,3851,0.5546102538694483,0.5019561906084825,0.502865540066132,0.5104169669928427,0.23489653990781484,1,0.7621066292869821,0.36818623117815374,0.19011237750269427,0.14868489141250735,0.3609838231917668,0.3722478157292166,0.26472894962209526,0.23890450777353417,0.2600839090755342,0.23927431123228937,0.16749639895827934,0.16879953873500736,0.2801462699802806,Manufacturing,1,0,0,0,1,1,0.24609581891985172,0.5489897360137281,0.4069664951462608,0.19032631316062787,0.4380946282525683,0.22613072788404237,0.1980984794724725,0.581277318652518,0.22973931052700586,0.42317432299104957,0.6746832255500476,2,0,2,3
342,AGAM,AGA Medical Holdings Inc. ,3845,0.5989002803936845,0.6231424902627405,0.7323466349943977,0.42482936839482377,0.7535511824418578,1,0.5623474566682116,0.6872085283965568,0.7880736778629357,0.8947553227457679,0.5574869278654104,0.8625832334822181,0.8893543646385642,0.9238064184638513,0.827269422490363,0.8826546778615149,0.8904023095559717,0.776424383515602,0.7671471194380256,Manufacturing,1,0,0,1,1,1,0.24609581891985172,0.43777513304653487,0.2618940544699294,0.4003962344944464,0.30788390904689555,0.5297416172209326,0.9619002142272347,0.18738056699643513,0.7896249849567831,0.5297766671821005,0.9949921156969775,2,0,2,3
343,CYNO,CYNOSURE INC,3845,0.6419535023186731,0.3805876847459918,0.3823981221263626,0.6834889489123213,0.5421463408928839,1,0.6986683441570871,0.5316338092788401,0.12146215407132521,0.20989766318902647,0.2507977959928118,0.270547087153371,0.32893472627137754,0.2886547420581177,0.3008963217789571,0.24478518243995595,0.2508759590967692,0.15282102055443086,0.17306584576726952,Manufacturing,1,0,0,0,1,1,0.9936605355481511,0.09716204770402986,0.36780360290737546,0.6776491535304648,0.26759371531949516,0.3521174176232885,0.11586919550699581,0.18932800229943142,0.3503760802256066,0.9441370585765739,0.7772473360368196,2,1,2,3
344,ELMD,Electromed Inc. ,3845,0.016736812833347485,0.27001129705463384,0.2724035349900076,0.9402117384827401,0.7381693877048441,1,0.7348442188864763,0.48628222505611335,0.09954026752749945,0.056675123755791784,0.08746097662766378,0.021040021177817704,0.038050583113024214,0.07280563673101487,0.09006651299135543,0.13158702327076743,0.0980016488417576,0.1152547967409761,0.5208865907821081,Manufacturing,1,0,0,1,1,1,0.24609581891985172,0.7131341997988327,0.6475526061154022,0.804968618370209,0.9526620899584449,0.38940345835449863,0.4598955174795223,0.7511593024188685,0.24355291129205653,0.2853101300167231,0.4062083245605153,4,0,3,0
345,ETRM,EnteroMedics Inc ,3845,0.11106450869010509,0.032290800488386326,0.06367021680888661,0.7884284322774644,0.8410340518490882,1,0.2010804167494457,0.05655526868944676,0.19277903935294372,0.20989766318902647,0.7853649005480019,0.07018958774385783,0.07410735880307036,0.10281150467493522,0.09006651299135543,0.1119969554568136,0.048609787946377735,0.222895084534579,0.17853578044781138,Manufacturing,1,0,0,1,1,0,0.24609581891985172,0.33474587345520596,0.6497319405475809,0.20649148946085655,0.5268617180487944,0.03597541623927461,0.7366752129112002,0.8257389561822166,0.12526913183752864,0.6416683353083176,0.4009150474356388,3,0,3,0
346,ILSE,INTRALASE CORP ,3845,0.46452130174129813,0.27001129705463384,0.2724035349900076,0.5257643630664752,0.6311401872427675,1,0.23903163571964042,0.8450280678237954,0.33847593732433534,0.3366114833157802,0.16804419680429733,0.32819378983510206,0.3225265254739622,0.2955540992297111,0.32233002337638506,0.21148388702392873,0.1864609838395584,0.3397387699449932,0.33203881219755615,Manufacturing,1,0,0,0,1,0,0.8497580892006675,0.4930066450301353,0.6462447296817442,0.5763484355689765,0.16884632823189527,0.21655170557438191,0.5150318945458011,0.5802278553779109,0.4152869144978188,0.47520136949005526,0.16569329322890874,1,1,3,2
347,MASI,MASIMO CORP,3845,0.7928700562189778,0.824183607459961,0.8228541830625782,0.7825851192959321,0.484609284112403,1,0.7348442188864763,0.02866073069715034,0.8258259592538639,0.7941205945623735,0.6249678419802569,0.8046756536834323,0.7142065146094557,0.7007822904562946,0.7551542873216127,0.5879268487909255,0.4364058993007331,0.9516081321842147,0.43674917572079935,Manufacturing,1,0,0,0,1,1,0.24609581891985172,0.6603500009964502,0.44094486301783736,0.4308576817115348,0.22886207435738704,0.23940453338374929,0.9162319731999589,0.14815030787427502,0.795182882791245,0.3277072795704139,0.469952128818,1,0,2,3
348,NSTR,Northstar Neuroscience Inc.,3845,0.6419535023186731,0.3805876847459918,0.3823981221263626,0.5471815992567024,0.08574070235012116,1,0.1696826592406982,0.3694362091057255,0.31616674680942336,0.3772858232842224,0.7853649005480019,0.03925381099389671,0.04968316389217463,0.087493230619899,0.09171954523642628,0.11625497414363223,0.08035893683498369,0.17435608308900652,0.09648707140618756,Manufacturing,1,0,0,0,1,0,0.9936605355481511,0.37312053893480335,0.8991619286952104,0.538780852301861,0.7936296450817137,0.2240739264661154,0.6816145444630723,0.5953398633510797,0.5168656025123168,0.5983430032132872,0.19505671237476607,4,1,4,0
349,NXTM,NxStage Medical Inc.,3845,0.22119854703253072,0.17836341955336482,0.2724035349900076,0.265312387278262,0.36983904109587473,1,0.13224226904575143,0.485099146376062,0.2496171089447055,0.24537406826894548,0.0063482429699762205,0.3604755324053315,0.44043837680862796,0.3777092575788433,0.37842682447080866,0.26604530362533996,0.3254694867653494,0.4399014137225803,0.12870062500427576,Manufacturing,1,0,0,1,1,0,0.24609581891985172,0.44711858347468625,0.2161882235999748,0.6852477051639125,0.11947997857542353,0.36880999461511554,0.532867281742374,0.040718438809955904,0.22314157617434677,0.5202986240799335,0.2758840033518113,1,0,1,3
350,STXS,Stereotaxis Inc.,3845,0.11106450869010509,0.6231424902627405,0.6230702070315971,0.7884284322774644,0.3425646600489986,1,0.2010804167494457,0.019135062310259823,0.36051643706184955,0.24537406826894548,0.027638085467435448,0.23716782786183288,0.18955167877601936,0.19541485565550926,0.16690873991121147,0.2792358079589318,0.37969838235239145,0.14772536322030494,0.4036717311370994,Manufacturing,1,0,0,1,1,0,0.24609581891985172,0.7605378428709436,0.8110493986265779,0.13011200507874343,0.8686821577651657,0.8028335748874927,0.22208947751873465,0.9166271765031622,0.15078023726616302,0.2482715873449325,0.39419078797422386,4,0,4,0
351,THRM,SOLTA MEDICAL INC,3845,0.07391292080522441,0.032290800488386326,0.06367021680888661,0.02015959638913308,0.29713888487859325,1,0.33311237441877517,0.5586050321918001,0.28503938679312624,0.28384311993016553,0.24636868577245102,0.4192197410486605,0.2880020025377019,0.2538197016375071,0.24396255058237865,0.30190173834592693,0.21729110183128625,0.5180454150622835,0.2523716434843998,Manufacturing,1,0,0,1,0,0,0.24609581891985172,0.4634039361256653,0.32570903637412524,0.07334810617506221,0.6311480574910677,0.3243317472821953,0.8333937584235778,0.4619694458309404,0.1379255222730918,0.5040230866460631,0.18110003914329142,3,0,2,1
352,TTPY,TomoTherapy Inc,3845,0.8978070928531905,0.7332216108767484,0.7323466349943977,0.853971565066733,0.24361854264085997,1,0.6040636843725128,0.6901551574049908,0.7693140531441962,0.7823177005323001,0.5419226820277069,0.7567484692535,0.6154370709867947,0.6099733319838889,0.6205029902363869,0.5480545877798085,0.637415826551832,0.4832212808357222,0.5628411434608359,Manufacturing,1,0,0,0,1,1,0.7850504915492638,0.5837982090093202,0.8665777668785071,0.2347005481344372,0.40648549245586174,0.61426389117103,0.37809812689007216,0.45766017214006577,0.8269132792038103,0.3922939584398882,0.9834232621982267,2,1,4,2
353,VNUS,VNUS MEDICAL TECHNOLOGIES INC,3845,0.6419535023186731,0.5019561906084825,0.502865540066132,0.45153961616506655,0.27016545685984883,1,0.3809496036686249,0.6246910018584342,0.1671744829163504,0.2362863178651411,0.14652452269339244,0.13104837620949777,0.08151557966474582,0.10529432488940854,0.10032280655177073,0.11283951307854939,0.14146853896690947,0.29316751712078254,0.12870062500427576,Manufacturing,1,0,0,0,1,0,0.7850504915492638,0.1964335954154292,0.4529667043988284,0.06312644801430889,0.4750924512302592,0.44965949621264933,0.8567207708683342,0.6075188395006379,0.38357761762708614,0.8146047289824696,0.009360881307263518,2,1,2,3
354,VOLC,Volcano Corp,3845,0.11106450869010509,0.17836341955336482,0.18090246048771197,0.1393959745889916,0.21768566419953955,1,0.2988900299150217,0.06837617357991688,0.461649635582991,0.3507815819161404,0.4182749017070589,0.5132947419719669,0.5587916651521557,0.44863024264873214,0.4491846774697213,0.4777834404657636,0.33873724955610307,0.5440878788193527,0.4036717311370994,Manufacturing,1,0,0,1,1,0,0.24609581891985172,0.7257949657097512,0.003148641947447512,0.4727295563148268,0.3826259549089848,0.2687498941726656,0.5372291996344498,0.3067527442989044,0.21917851355920398,0.2753392365024621,0.19554570861546272,2,0,1,3
355,ZLTQ,Zeltiq Aesthetics Inc ,3845,0.46452130174129813,0.6231424902627405,0.6230702070315971,0.47969862520486345,0.3516657482349851,1,0.31770805147738734,0.9499789214042406,0.47838325289681816,0.3683794743887034,0.1682300404186703,0.652396831939501,0.6604686854945244,0.6500685815779943,0.6357880615404137,0.7379078041754551,0.5813603455760737,0.661424633707565,0.7735663378641326,Manufacturing,1,0,0,1,1,0,0.24609581891985172,0.7227846951518273,0.7051844578192125,0.6199836756296159,0.769108687398279,0.4806547867251049,0.5643184200259083,0.7041118023643689,0.44075385564454284,0.27770404893890155,0.08701002356266108,4,0,3,0
356,HNSN,HANSEN MEDICAL INC,3842,0.37622258501788236,0.27001129705463384,0.2724035349900076,0.7884284322774644,0.29713888487859325,1,0.2010804167494457,0.7276892164350965,0.255342327628068,0.3041037156577653,0.7853649005480019,0.053310622018034735,0.0411855566699517,0.07722035692065614,0.06919431574238864,0.11115890557525876,0.07504586520860777,0.3238945791753952,0.1522674104514068,Manufacturing,1,0,0,0,1,0,0.24609581891985172,0.34178368385279057,0.7692262359879521,0.10132728143115838,0.8334233915975438,0.21863010077757583,0.9635757076536925,0.8885687351995626,0.3503760802256066,0.633569202907974,0.38646838471304423,4,0,4,0
357,MAKO,MAKO Surgical Corp.,3842,0.22119854703253072,0.10926224045479643,0.18090246048771197,0.15279992948057491,0.7290044828916318,1,0.10869352827602513,0.3826306734391618,0.22291003678231025,0.2167416307338192,0.2502507170981403,0.3604755324053315,0.4248759806935041,0.37740793282486745,0.39000748365276894,0.41678523110080734,0.3254694867653494,0.4399014137225803,0.24566194507420008,Manufacturing,1,0,0,1,0,0,0.24609581891985172,0.43131321146851187,0.45540384272538514,0.722144966285552,0.5959380767654234,0.38646316782780954,0.5533146120633826,0.223492890828779,0.1966951085379931,0.536392872489177,0.2873882875992867,3,0,2,1
358,PUMP,ANIMAS CORP,3842,0.6419535023186731,0.5019561906084825,0.502865540066132,0.6308902400158222,0.2524087165664928,1,0.2010804167494457,0.10387669606322614,0.2242914907248203,0.1627392846523491,0.2150497615824864,0.2876289225915072,0.13749480306987855,0.14252583712823635,0.17985255344053497,0.10145090739003926,0.4508390899164414,0.2497955758279219,0.11176540748719882,Manufacturing,1,0,0,0,1,0,0.7850504915492638,0.6412805695207233,0.30465125402480775,0.08767783621856573,0.11775724639063484,0.9323311704791317,0.6358162226445303,0.3139174213240664,0.28027704030216316,0.34341459908844874,0.3717313676921765,1,1,2,3
359,REST,Restore Medical Inc.,3842,0.11106450869010509,0.10926224045479643,0.11155449989951743,0.11959635698951937,0.08574070235012116,1,0.30635659765856793,0.060856137403139755,0.17878138146154104,0.14868489141250735,0.02644062371842849,0.4162974835883653,0.43224290490932826,0.3733974658045668,0.4411982461254746,0.4637421164764022,0.33873724955610307,0.4227439653877057,0.28731440915185547,Manufacturing,1,0,0,1,1,0,0.24609581891985172,0.487527698370567,0.2645712779659428,0.7257187546731734,0.7127879828983149,0.4013296854973244,0.5154632903405293,0.29291998184866186,0.07772968859301214,0.48046383130809467,0.18798492978252768,3,0,2,1
360,SMA,Symmetry Medical Inc. ,3842,0.6419535023186731,0.5019561906084825,0.502865540066132,0.6651797484099339,0.8984070376723785,1,0.5665585586313778,0.6555889144789598,0.4605884057352537,0.45984094625524613,0.48422807100392945,0.270547087153371,0.17189906047696774,0.16361705606352828,0.16439392378843554,0.1630105237636662,0.10447169078627988,0.15803190907726505,0.3792949026309382,Manufacturing,1,0,0,0,1,1,0.7850504915492638,0.5358457406363512,0.20667856318579136,0.06845265294883207,0.3745029267243999,0.13742074689809713,0.2799085635033086,0.9172525101073418,0.5743580097352261,0.4351160139983645,0.9941142188206784,2,1,1,3
361,ANGO,ANGIODYNAMICS INC,3841,0.29398357010096854,0.3805876847459918,0.3823981221263626,0.3039559087757547,0.21768566419953955,0,0.5411953021126441,0.6570219687412922,0.1307513301384674,0.06369392063464686,0.23607004841158746,0.1948183752549365,0.0863754619199899,0.1041430695545309,0.12963116909501743,0.12971407018256642,0.262652413021529,0.09540342745818886,0.17853578044781138,Manufacturing,1,0,0,1,1,1,0.24609581891985172,0.9093108203634515,0.1993780495217679,0.0677776572362626,0.6011558313304125,0.8068484254910713,0.18079545073031128,0.7820451478693123,0.028250861813555794,0.13168176002094756,0.9967119048412295,3,0,1,1
362,ARAY,ACCURAY INC CIK,3841,0.8514766452419682,0.824183607459961,0.8911502503023022,0.9742388204807395,0.2524087165664928,1,0.235726606012784,0.6018034106522426,0.8180371800953807,0.962599076144608,0.2976554926751189,0.5925310828650218,0.5787920381308131,0.5423616038361463,0.5854497234337873,0.43233997124274304,0.5090326486836682,0.3160883314085835,0.23253505016125203,Manufacturing,1,0,0,0,1,0,0.46162109324522194,0.3351264512458853,0.5512595599061392,0.655627646885329,0.2237931249531882,0.4878280675121523,0.19240972794219657,0.07412842448497838,0.8948129022941806,0.6412285805086502,0.10863063685723517,1,1,3,2
363,ATEC,Alphatec Holdings Inc. ,3841,0.15998511836530172,0.17836341955336482,0.2724035349900076,0.14564214437532008,0.509723822455724,1,0.2010804167494457,0.1572171165173331,0.517868573421173,0.5812427461149824,0.369312264795008,0.7615036907247204,0.7517528748953637,0.7618715226408744,0.7511674729113914,0.7527694642536777,0.771692520431122,0.776424383515602,0.7735663378641326,Manufacturing,1,0,0,1,0,0,0.24609581891985172,0.4660429621342068,0.5119769734838872,0.404434858442408,0.787658283065759,0.9375892159359536,0.7551118806028225,0.992321906346586,0.40098929833253627,0.5014142911126528,0.3887101851553597,4,0,2,1
364,ATRC,AtriCure Inc.,3841,0.37622258501788236,0.3805876847459918,0.3823981221263626,0.39371117423061114,0.43262513787869006,1,0.18928050761854115,0.5923507111137233,0.13881042665358023,0.14868489141250735,0.12955664429570313,0.042508353498486126,0.05832980509957439,0.08795646570676446,0.08843571904388314,0.1555201977923512,0.3124192872273385,0.12396584878416728,0.6903099120176033,Manufacturing,1,0,0,1,1,0,0.24609581891985172,0.26353189617137207,0.4851921508138163,0.4469946611447257,0.9359543357739478,0.9310441274913541,0.4092484354500798,0.7511593024188685,0.17690133740981673,0.7275739485941561,0.21755356688377386,4,0,2,1
365,BFRM,BIOFORM MEDICAL INC,3841,0.11106450869010509,0.10926224045479643,0.11155449989951743,0.13102705451634722,0.18439959424032343,1,0.3768807744947817,0.5370842553660148,0.7023764829724782,0.6442318338550315,0.15150844048257045,0.41044546876271415,0.23023667786232033,0.23369039311841688,0.23146414764294487,0.21148388702392873,0.40781062694781667,0.4399014137225803,0.37126958873898996,Manufacturing,1,0,0,1,1,0,0.24609581891985172,0.6675331971294205,0.9089320588488291,0.0601624784458819,0.42443863119978875,0.7844290113233499,0.8130241446077725,0.8240841066115596,0.37988204256813063,0.3218486814366206,0.09233365749194627,2,0,4,2
366,BMTI,BIOMIMETIC THERAPEUTICS INC. ,3841,0.11106450869010509,0.27001129705463384,0.2724035349900076,0.12145098628446249,0.2881115582609681,1,0.19512624969704745,0.14754886179561444,0.1828958902616893,0.183820219310942,0.023952673026006167,0.3428412062804105,0.17198156804838244,0.18226996246469496,0.13394689804012955,0.29730287912961206,0.27470540991739595,0.3397387699449932,0.1522674104514068,Manufacturing,1,0,0,1,1,0,0.24609581891985172,0.36731339634211957,0.8224011522475942,0.24625487705544508,0.9421278932998177,0.6485382723295325,0.7558937737775644,0.4040526546645514,0.1055618793179896,0.6047690835218806,0.2701899944006464,4,0,4,0
367,CABG,CABG MEDICAL INC,3841,0.03698451048660804,0.27001129705463384,0.007266979693266386,0.06674124363801125,0.6768985367866007,0,0.41393941538576134,0.7162202494884775,0.1862653384859474,0.24537406826894548,0.7853649005480019,0.2544068774340108,0.24828673731476802,0.02005716645614852,0.01750076139119619,0.029315113384971232,0.023438952521383515,0.02887444884825789,0.0598843204268255,Manufacturing,1,0,0,0,1,0,0.24609581891985172,0.24096665613517143,0.514842588022565,0.02270651602791732,0.8017621588140191,0.03504860581284883,0.0736000031093643,0.9904870053046608,0.06825311700925761,0.7562587754652805,0.083481579219363,4,0,2,1
368,CONR,CONOR MEDSYSTEMS INC,3841,0.46452130174129813,0.27001129705463384,0.2724035349900076,0.34606013946800335,0.21768566419953955,1,0.10282945444935587,0.8328423441573811,0.45734308640178445,0.28384311993016553,0.7853649005480019,0.010225173616632329,0.015418214489025039,0.052345684539542435,0.05013960056324121,0.0687605366966808,0.07504586520860777,0.35587132237478925,0.21980770670147232,Manufacturing,1,0,0,0,1,0,0.8497580892006675,0.8468613137666363,0.9221378665966773,0.3938240458825281,0.7732495833894946,0.38236457246380406,0.996731585478346,0.7511593024188685,0.3682125708921037,0.1817137853269744,0.25969079335129325,4,1,4,0
369,CRDC,DEXTERA SURGICAL INC,3841,0.22119854703253072,0.17836341955336482,0.18090246048771197,0.19926165914315525,0.2881115582609681,0,0.2010804167494457,0.22390151191585017,0.11372503951202617,0.12307584040363789,0.007321247612290548,0.1872124669522265,0.14294896178988892,0.15383080066276472,0.15219037342549696,0.13538871181381568,0.06070932900950198,0.17435608308900652,0.15730457941412818,Manufacturing,1,0,0,1,1,0,0.24609581891985172,0.20317312123966047,0.614691717142942,0.18428179838061315,0.31167749260480815,0.03723204146943917,0.3888739209855687,0.5079769875590494,0.09484590118413316,0.8056535452826439,0.38479389082844273,2,0,3,2
