,I1,I2,I3,P(IPO),P(H),P(L),P(1Day),C1,C2,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3,IndDivision,Manufacturing,Other,Services,Y1,Y2,C3x,C6x,C5x,T3x,T4x,T5x,S1x,S2x,S3x,income,perOffered,P/E,T5xbin,C6xbin,T3xbin,labels
202,MHGC,Morgans Hotel Group Co.,7011,0.9326109105241738,0.9684119654572717,0.9675111255483393,0.7341340021049674,0.458883270644886,1,0.3139044520710841,0.2588892560006851,0.49301093262956086,0.9878485107268763,0.672179253003543,0.7443036901919076,0.6248171680765285,0.576862964930291,0.6243430238653017,0.38946617039505926,0.8346852145852643,0.5699422292193882,0.42013993671225836,Services,0,0,1,0,0,0,0.24609581891985172,0.07600289397852635,0.2706051857264745,0.2820607863638577,0.08601305636272144,0.8442364073697923,0.4864946196612301,0.23711620155995433,0.9362461178920667,0.9673910626217227,0.027613427214628908,1,0,2,3
203,SHO,Sunstone Hotel Investors Inc. ,7011,0.7928700562189778,0.93932226174891,0.9381027094399069,0.5714878004224837,0.46752193448095625,1,0.21331085940013933,0.6374895511493611,0.23298378962832705,0.9987674919461476,0.7708834234397386,0.5669474321257904,0.36368940329538646,0.3484617822991103,0.336960668006458,0.3911592052525776,0.3936852337502816,0.9051343003578389,0.22612077344377557,Services,0,0,1,1,0,0,0.24609581891985172,0.016823097765906514,0.8986126107331347,0.06674164660097112,0.6997351538466559,0.5830830387872245,0.9932881876775407,0.26487092212416896,0.9370880034482486,0.7629837936840962,0.13845382293849257,3,0,4,0
204,WOLF,Great Wolf Resorts Inc.,7011,0.7928700562189778,0.7332216108767484,0.7323466349943977,0.7870881778087372,0.5807992317848207,1,0.41811144460054295,0.87505816417795,0.3891645285393704,0.9050794750872624,0.27744498409789947,0.8002654937159763,0.5564881218452171,0.49773163344849214,0.4451886810128713,0.40648575610898247,0.8971031797633483,0.3640376579194812,0.15730457941412818,Services,0,0,1,0,1,0,0.7273575135424898,0.09267779310842067,0.25519489211399315,0.005635826809297555,0.2145809493929785,0.9459537111557299,0.2767565771971857,0.029192649699705243,0.8462667086768811,0.949347680099939,0.26819516583601805,1,1,1,3
205,GSL,GLOBAL SIGNAL INC,6798,0.8514766452419682,0.5610038712830748,0.5655192889177535,0.9402117384827401,0.7381693877048441,1,0.9707913962074626,0.48628222505611335,0.770903300265682,0.3683794743887034,0.7853649005480019,0.8699221396852688,0.9103766102468358,0.9534318836436817,0.9516331259575466,0.9310878087063004,0.5955793390963197,0.776424383515602,0.644223739492131,Other,0,1,0,0,1,1,0.7850504915492638,0.9875196280719707,0.45171363279999016,0.8879478139801482,0.38317984896636564,0.146223781495134,0.9351465877877786,0.06613247162860103,0.5974825725058686,0.05003621271629938,0.5405657560764552,2,1,2,3
206,DLB,Dolby Laboratories Inc. ,6794,0.8514766452419682,0.824183607459961,0.8228541830625782,0.9040058283160919,0.2791182165622915,1,0.6797845113932766,0.6494825415736718,0.7787331980873476,0.8053652979073633,0.6799614767605171,0.6614038655820107,0.7544211506217355,0.800175499175092,0.7707520085167006,0.8852402138939791,0.5670342392364283,0.6289355120804874,0.7195034704946225,Other,0,1,0,0,1,1,0.7015487345769581,0.4102848969615003,0.9701740615219029,0.9002401959493049,0.8815832494942505,0.3368769822556793,0.3830099155323825,0.42629568983755967,0.9720247236424657,0.5582785211346379,0.8630666919846888,4,1,4,0
207,DTSI,DTS INC.,6794,0.7928700562189778,0.6231424902627405,0.6230702070315971,0.9192777738303787,0.1606581239070859,0,0.846909452253779,0.8780389834432594,0.15231819125874263,0.14012885280280168,0.24819236655591131,0.22096076842066498,0.16591809029779675,0.17271552822304653,0.20183477230901264,0.16739428646953458,0.28702498021165584,0.3972899912569398,0.07653255299966143,Other,0,1,0,0,1,1,0.980714311373191,0.37451544037378276,0.6802060729438751,0.35889348638354246,0.4298700884596048,0.686523467766755,0.8475489993076771,0.10459171209646279,0.2900747965434569,0.5968062293079277,0.638238444521748,2,1,3,2
208,CRMH,Majestic Capital Ltd.,6331,0.46452130174129813,0.6231424902627405,0.502865540066132,0.7884284322774644,0.30619373972253217,1,0.6446200826429682,0.3934862785756938,0.19194067774234935,0.5395032969116911,0.208433979234187,0.5669474321257904,0.6087547531826567,0.564720831140186,0.5175744533361493,0.495371909699311,0.0918302057561946,0.98777722183532,0.7265881822821235,Other,0,1,0,1,1,1,0.24609581891985172,0.07344126315608417,0.36380808143772847,0.5306139635927026,0.2945296085183413,0.008918687036429914,0.993102239365736,0.7206877073709457,0.5541814874151021,0.9699359886402276,0.8291837864966703,2,0,2,3
209,HS,HealthSpring Inc. ,6324,0.9165661238546559,0.824183607459961,0.8228541830625782,0.8282637679811229,0.5014245928725106,1,0.6604231461595105,0.22390151191585017,0.8767719422395022,0.992667676067017,0.8657731602862215,0.4192197410486605,0.5780458577075966,0.4776028531103245,0.47325489863416126,0.516486943291724,0.37969838235239145,0.7227372258292345,0.32439281553366034,Other,0,1,0,0,1,1,0.9906734201417582,0.28067086116188616,0.00844636744687888,0.8004273047861283,0.4322849750908746,0.3071087238981257,0.75275813645896,0.17149470127161998,0.9389604345552672,0.7062446690969654,0.9160793044830918,2,1,1,3
210,MOH,MOLINA HEALTHCARE INC,6324,0.8237118776766258,0.824183607459961,0.8228541830625782,0.3502363323987191,0.8713925824234009,1,0.8543684906099944,0.36680100651200415,0.33791282306363035,0.33349816493092865,0.8261072298965602,0.04593470433882059,0.028974881397591017,0.05967581378844073,0.06397458251839225,0.04698811145342585,0.10447169078627988,0.04244776978388649,0.08280184212742919,Other,0,1,0,0,0,1,0.4685228489304434,0.4976937762223643,0.1858000740887551,0.09288438286175799,0.11455337240905522,0.49062897566431585,0.035579529964370644,0.6654564096956246,0.5560579843473756,0.4707246584649996,0.6380433229068581,1,1,1,3
211,WCG,WELLCARE HEALTH PLANS INC. ,6324,0.7928700562189778,0.6231424902627405,0.6230702070315971,0.7156295444418886,0.6768985367866007,1,0.7486708361987808,0.7549855916406043,0.5631618771782864,0.39831517058439747,0.8895217398451691,0.5591027933620905,0.43805968398298173,0.3937817037606107,0.4055998102041317,0.48129877154730794,0.262652413021529,0.4745248587162984,0.7050731501077867,Other,0,1,0,0,1,1,0.980714311373191,0.8052355494133298,0.5281601546213505,0.21454359679882556,0.7431486088476964,0.2611406725982086,0.590715042303748,0.9076512134718293,0.5924664095658956,0.21383420675657056,0.7436626470129769,3,1,3,0
212,KFI,KKR Financial Holdings LLC,6199,0.5400544321170062,0.5610038712830748,0.5655192889177535,0.9402117384827401,0.7381693877048441,1,0.9707913962074626,0.48628222505611335,0.7783792284440636,0.8259092731053935,0.7853649005480019,0.04031970901601026,0.24828673731476802,0.29756534104417764,0.7551542873216127,0.7527694642536777,0.4944537452998193,0.09915764420968132,0.3792949026309382,Other,0,1,0,1,1,1,0.24609581891985172,0.534109298910588,0.7656744719012969,0.7546773370771648,0.7547683572607622,0.7535661073767803,0.7551118806028225,0.7511593024188685,0.7336893110177497,0.43670570445709433,0.5083514671677396,4,0,4,0
213,HPY,HEARTLAND PAYMENT SYSTEMS INC,6153,0.8514766452419682,0.6231424902627405,0.6230702070315971,0.9094001075444078,0.9973281418642785,1,0.5999370127118475,0.26506797253645953,0.4714596128298218,0.34642996305049856,0.8158904938040388,0.7703757846723339,0.751963289100047,0.6848089047506866,0.8085848655823082,0.5112102051132197,0.2996002144359593,0.8091529457182606,0.1331991190187209,Other,0,1,0,0,1,1,0.7850504915492638,0.7511685271298927,0.00333884870640983,0.7372678319421679,0.06746973117496138,0.0900160355462144,0.640958921202356,0.002470447794062742,0.5802734594260235,0.25553486179463447,0.9816233939526321,1,1,1,3
214,BDAY,CELEBRATE EXPRESS INC,5961,0.6832723080866577,0.5019561906084825,0.502865540066132,0.553278441762149,0.3334611804391015,0,0.3448551500369115,0.6246910018584342,0.09198003671328353,0.10928461419028307,0.23311935678987805,0.12259413286112442,0.09102151501777511,0.11033968478203676,0.17985255344053497,0.05148001560794226,0.10447169078627988,0.09915764420968132,0.1955895743871115,Other,0,1,0,0,1,0,0.9366767032640387,0.11492276475375968,0.3406437718784059,0.6749199113659048,0.01142994137824866,0.24886331072212736,0.18912861097408734,0.8122787063495553,0.18744580502752267,0.9224431316925756,0.03245266794517942,1,1,2,3
215,PRVD,PROVIDE COMMERCE INC,5961,0.6419535023186731,0.6231424902627405,0.6230702070315971,0.331406735044523,0.24361854264085997,0,0.47727711121310445,0.2856152614483295,0.1329788668947116,0.1676494608323073,0.3578014419206348,0.1948183752549365,0.17879886050680183,0.17062902542897107,0.22839627140096302,0.13828892185419112,0.13343680985980133,0.29316751712078254,0.23904924231895425,Other,0,1,0,0,0,0,0.24609581891985172,0.1876236684473534,0.270415199446681,0.6212717386974257,0.20117106615384317,0.22305261601912507,0.6527400890666115,0.6770993649372767,0.2883510531693742,0.8263516937671593,0.26819516583601805,1,0,2,3
216,BUN,PARENT CO,5960,0.18906816930035297,0.06186526181741444,0.06367021680888661,0.21466334119858882,0.3425646600489986,0,0.5284438499735229,0.7953065324612669,0.07679223702810474,0.06517560965662145,0.10021521982923653,0.1420024377561222,0.0770900988708825,0.0936586707328168,0.08682702849999613,0.0681782028722003,0.28702498021165584,0.09540342745818886,0.07653255299966143,Other,0,1,0,0,1,1,0.6777161549395374,0.16510240855928593,0.06727005025070053,0.015786280550766238,0.08541215918910794,0.8670627808781569,0.19949230019642666,0.2978200458384024,0.019954164160919267,0.8565117669899873,0.7682003721021076,1,1,1,3
217,REDE,REDENVELOPE INC ,5960,0.5546102538694483,0.6231424902627405,0.3823981221263626,0.42181345940536596,0.4059283087516853,0,0.2010804167494457,0.2438140190212844,0.104979661773698,0.07137107584868918,0.3085494334909096,0.14877393979607578,0.04789499778870836,0.08088041487365766,0.05013960056324121,0.0741754189503149,0.0918302057561946,0.1633580959470336,0.21980770670147232,Other,0,1,0,0,1,0,0.24609581891985172,0.5026790911603052,0.6014932765727635,0.24625487705544508,0.30725439161320156,0.30297848857086357,0.6478391190111431,0.9616143776698863,0.07118696115672014,0.46598835440043784,0.398455901013411,2,0,3,2
218,BBW,BUILD A BEAR WORKSHOP INC,5945,0.9326109105241738,0.824183607459961,0.8228541830625782,0.9222334501689874,0.1684410080037963,1,0.6759490665882296,0.5344601737478767,0.2396774279491904,0.41187396316491776,0.614056138397813,0.2677228511305413,0.24123167263800532,0.2240070931332162,0.23146414764294487,0.11283951307854939,0.28702498021165584,0.1152547967409761,0.1841133494487872,Other,0,1,0,0,1,1,0.998462975433454,0.18604825836609562,0.49770619227570506,0.35521862856794006,0.030636987994456334,0.5558298534150565,0.0918741544302824,0.3600091570599101,0.6758135665973981,0.828456818494868,0.8989812503440267,1,1,2,3
219,NILE,BLUE NILE INC,5944,0.9461596805448425,0.9184451191898408,0.9171042716197453,0.9735857314521187,0.11714579748949705,1,0.7348442188864763,0.10387669606322614,0.2070622951909893,0.13495452982156558,0.49706529919071896,0.007665262303898151,0.011542183544187772,0.04372960529546425,0.048085001628344046,0.039322141024929126,0.08035893683498369,0.06620527924148738,0.08607787329185496,Other,0,1,0,0,1,1,0.9391176532706684,0.7123421281438644,0.5469771552322913,0.46082765845766177,0.22521968687357646,0.4853979512434638,0.2986751900066129,0.888369210999538,0.3603535748981506,0.28593615424079716,0.44229326144174586,1,1,3,2
220,ODMO,Odimo INC,5944,0.15998511836530172,0.06186526181741444,0.11155449989951743,0.13769374324013328,0.9326668180045579,1,0.2010804167494457,0.7732333481105925,0.09340444668549702,0.10601734019276382,0.2951294626518388,0.11847296694353843,0.15169639910177263,0.11679634021630458,0.1361413838023081,0.08528361219959962,0.06070932900950198,0.1152547967409761,0.16245007346513474,Other,0,1,0,1,0,0,0.24609581891985172,0.1306636295604831,0.25520829700119063,0.35651255027809686,0.03881663810960351,0.034542155957860816,0.16354680992265014,0.5022614289292032,0.057335772525366716,0.9022321750762973,0.38447662366644186,1,0,1,3
221,CAB,CABELAS INC,5940,0.9326109105241738,0.7332216108767484,0.7323466349943977,0.9413962106558399,0.3152698148073971,1,0.846909452253779,0.7624204858339161,0.936873459812588,0.4423728827874002,0.9180753545087245,0.9085063411197304,0.9036114739982927,0.9548813515881314,0.964256530020329,0.9925013109885412,0.9789579982822069,0.803156304778432,0.8754779779586661,Other,0,1,0,0,1,1,0.7850504915492638,0.7655310676374816,0.774096154832699,0.810029239664976,0.9403013191866502,0.7527952204112229,0.3250141856787503,0.29723577967389214,0.6944869393034125,0.0179081249101972,0.6772285397549151,4,1,4,0
222,GGXY,GOLF GALAXY INC.,5940,0.5546102538694483,0.27001129705463384,0.2724035349900076,0.6657406798704191,0.13817936470345193,1,0.9921042194816869,0.8588523294985657,0.12543370730763198,0.14597440921724403,0.4369087702162578,0.5351267887062362,0.3712841988756243,0.34290679285279624,0.4531858346514822,0.18332913517386928,0.9445468995303948,0.2497955758279219,0.24566194507420008,Other,0,1,0,0,1,1,0.997088808106191,0.2017472914406206,0.7339533157280813,0.42081096765577364,0.050745244700722156,0.7535661073767803,0.2704505969238904,0.2973006560261434,0.22512195913643407,0.8075443930143935,0.486509451096815,1,1,3,2
223,GMTN,GANDER MOUNTAIN CO ,5940,0.7224223515606647,0.6231424902627405,0.6230702070315971,0.8298286618319941,0.1606581239070859,1,0.2010804167494457,0.2911831279260243,0.15543617632861467,0.26233159114825044,0.7232445496740316,0.04363127270592596,0.031379963346301845,0.06634479677710493,0.08367540484989083,0.05148001560794226,0.47988224671108204,0.1152547967409761,0.07962052043450407,Other,0,1,0,0,1,0,0.7552020499528456,0.1372309934300316,0.6246092782373411,0.3625398832373369,0.15127446988459747,0.7535661073767803,0.5041188359908846,0.6156072144869346,0.4439099772669121,0.8936247334051973,0.40173418759611756,1,1,3,2
224,GOLF,GOLFSMITH INTERNATIONAL HOLDINGS INC,5940,0.33410697080733465,0.6231424902627405,0.6230702070315971,0.23308499884404588,0.30619373972253217,1,0.6122816998865637,0.06837617357991688,0.18165732845917587,0.28384311993016553,0.7034554285849357,0.5351267887062362,0.4955065676419207,0.44580810984573066,0.4933920937603563,0.21276284206080287,0.5090326486836682,0.5870202590279949,0.29456817949952674,Other,0,1,0,1,0,1,0.24609581891985172,0.17950985267666808,0.4427933732812235,0.5507704975815264,0.020969507655300305,0.5917613209641451,0.6783922075268461,0.2216630544913114,0.31357443944602703,0.8372047405402623,0.8633389959005601,1,0,2,3
225,PRSS,CAFEPRESS INC. ,5900,0.8978070928531905,0.824183607459961,0.8228541830625782,0.6889521910790783,0.9878063331242856,1,0.574957667736401,0.8997104880551937,0.20197534531966738,0.17763036160079332,0.5691080388471544,0.6724346507572563,0.7125049148823338,0.7347874415704158,0.7051330533985635,0.80441296614544,0.7401896148799053,0.5699422292193882,0.8524217917087265,Other,0,1,0,0,1,1,0.9594681495581632,0.4761513326530731,0.9066473432105835,0.7478488874899043,0.7885874556809541,0.6192593841161632,0.36819353425821466,0.743678331020639,0.4110277150789463,0.4914939923340918,0.7682003721021076,4,1,4,0
226,ARCO,Arcos Dorados Holdings Inc. ,5812,0.7928700562189778,0.5019561906084825,0.502865540066132,0.7959291755252325,0.23489653990781484,1,0.6949317957550591,0.4523508312779422,0.7787331980873476,0.8053652979073633,0.9676408314450416,0.7957724261469136,0.8486836162011587,0.8652442150208581,0.9262878736453264,0.8894588924721327,0.7633199351113675,0.7908257793348962,0.3954993035198887,Other,0,1,0,0,1,1,0.7850504915492638,0.2352886813866873,0.16877062552530553,0.9533732733494444,0.5506597335830237,0.42117202637278556,0.4338338506331653,0.029088026289139726,0.7375569562485609,0.7635786087101346,0.8212659102768043,3,1,1,1
227,BAGL,EINSTEIN NOAH RESTAURANT GROUP INC,5812,0.8514766452419682,0.9684119654572717,0.9675111255483393,0.6441758666121633,0.05477808478763429,1,0.22919279714544588,0.41863296420516216,0.18451258461383802,0.20989766318902647,0.7401213758628093,0.6978661884141533,0.604868018876578,0.592014248672725,0.6319859079960872,0.7007704892607458,0.903501295863427,0.9051343003578389,0.8619662315408929,Other,0,1,0,1,1,0,0.24609581891985172,0.3030354559004941,0.8147534880667731,0.4588657667187222,0.8248968489791457,0.9278873944336459,0.928042686558631,0.9001520804343599,0.4354556934340392,0.6790320556516525,0.11430016190828252,4,0,4,0
228,BBRG,Bravo Brio Restaurant Group Inc. ,5812,0.5546102538694483,0.6231424902627405,0.6230702070315971,0.5073448947603898,0.46752193448095625,1,0.5623474566682116,0.8179063312163815,0.23506781782300334,0.6442318338550315,0.6956725743566181,0.5824042055954801,0.4205588610621242,0.37409832230919493,0.4213433996090516,0.3544421614482361,0.6776719789233591,0.43130648666015026,0.38737257344117376,Other,0,1,0,1,1,1,0.24609581891985172,0.08277980393749085,0.46919522753315795,0.2030510349033987,0.4034519316266009,0.8660740389728891,0.5449786168250235,0.5074235544845208,0.6461747299204813,0.960343446754381,0.9933925822906912,2,0,2,3
229,BKC,Burger King Holdings Inc,5812,0.7928700562189778,0.7332216108767484,0.7323466349943977,0.6014830517761756,0.2881115582609681,1,0.6682222234018733,0.015158201645187268,0.7787331980873476,0.8053652979073633,0.006657018840917378,0.8407845507152576,0.9221076044148037,0.9607929295120435,0.9495689559422484,0.9944307197814694,0.771692520431122,0.776424383515602,0.5877088071972759,Other,0,1,0,0,1,1,0.7273575135424898,0.8536505774323546,0.2643977895639327,0.9406989010109871,0.909114987117668,0.7535661073767803,0.9162473239616835,0.03607850026785847,0.9578203570700795,0.17642688103965104,0.8656508551214099,4,1,2,1
230,BLMN,Bloomin' Brands Inc. ,5812,0.29398357010096854,0.5019561906084825,0.502865540066132,0.2991242627728365,0.5732431446138058,1,0.8058856118140303,0.6700883377273341,0.7787331980873476,0.962599076144608,0.9766512117929956,0.9373236444178797,0.986350148909819,0.7618715226408744,0.9947703323889141,0.7527694642536777,0.9925478785315323,0.776424383515602,0.7735663378641326,Other,0,1,0,1,1,1,0.24609581891985172,0.9954957484410747,0.011484688497456687,0.9499545765156527,0.41480217636468997,0.4325903239479772,0.7309214866498009,0.3919251560594801,0.7432546273254809,0.033447032869362105,0.5835088841429233,2,0,1,3
231,BWLD,BUFFALO WILD WINGS INC,5812,0.7928700562189778,0.6231424902627405,0.6230702070315971,0.25112413164675096,0.12398575841067377,0,0.6204497212573811,0.15276694884821046,0.09802831114715088,0.10072976413156692,0.4285825379054852,0.12890865065105783,0.06399401983979759,0.0793072472289083,0.09171954523642628,0.0916473595692488,0.05643857684911038,0.2567803393270136,0.036847667460876865,Other,0,1,0,0,0,1,0.980714311373191,0.17799543861633588,0.00585719531228504,0.03675251520549511,0.3830925074413156,0.06973869868271483,0.841954669648193,0.0598365984937473,0.1966951085379931,0.8392329444229294,0.9467227477204226,2,1,1,3
232,DPZ,DOMINOS PIZZA INC ,5812,0.5546102538694483,0.7332216108767484,0.7323466349943977,0.3597946856827471,0.2881115582609681,1,0.4391008906341032,0.18032838034275012,0.9573758926991899,0.8053652979073633,0.9141456396916501,0.4797377391865193,0.3569680830819928,0.285592941348803,0.3938900719345038,0.21662669459434625,0.16749639895827934,0.12849001067193577,0.2730659217492267,Other,0,1,0,1,0,0,0.24609581891985172,0.23155286935640268,0.03431355831240334,0.38350502789494123,0.1267492735809096,0.15119638274576813,0.06462363575157382,0.3829460492749587,0.9266473687255415,0.7684157967268779,0.26819516583601805,1,0,1,3
233,KONA,KONA GRILL INC,5812,0.29398357010096854,0.10926224045479643,0.18090246048771197,0.31481533977447596,0.14552044098537692,0,0.5071329529563032,0.2023807493833401,0.07892613149797584,0.08149867051077397,0.165835362114504,0.3107104738546663,0.16673244271244053,0.1762518223062684,0.1406038401875085,0.20141542972853577,0.37969838235239145,0.19171305879704648,0.28731440915185547,Other,0,1,0,0,1,1,0.6168814822460806,0.10608687432518521,0.7710839966019141,0.009754250804784809,0.6392142013612376,0.8350912198735683,0.40015779387966305,0.8106921821850437,0.054260269223128044,0.9334211632955081,0.7682003721021076,3,1,4,0
234,MRT,MORTONS RESTAURANT GROUP INC,5812,0.7928700562189778,0.6231424902627405,0.6230702070315971,0.6250636443571465,0.11048502043993041,0,0.5156631702260944,0.22830325575797278,0.18994015153577726,0.5963460799091422,0.6882260133346787,0.6895530698826595,0.7661962335385771,0.7641157021621737,0.6656979157173051,0.5879268487909255,0.4220568958832318,0.8374245073171476,0.6675835663321062,Other,0,1,0,0,1,1,0.980714311373191,0.060865950379745834,0.34998789508949313,0.587909781873905,0.1219715683250272,0.17599581053684415,0.66333119762868,0.3264230164379269,0.7068905685218883,0.9813017872600938,0.7682003721021076,1,1,2,3
235,TAST,CARROLS RESTAURANT GROUP INC.,5812,0.46452130174129813,0.6231424902627405,0.6230702070315971,0.037013777423865545,0.22624984548463045,1,0.40148327775119635,0.31613909628300196,0.27266416702312196,0.6442318338550315,0.8397817144256967,0.8844788973713347,0.9297934750499388,0.9673131775677573,0.9474351951357961,0.9938432179481466,0.8436068618565054,0.776424383515602,0.48713264891601504,Other,0,1,0,1,0,0,0.24609581891985172,0.11198057255231486,0.22359873767811966,0.8208617000729918,0.861212127968545,0.3333194507399566,0.9488288867497989,0.014169201549477144,0.6121230916553545,0.9261338100660242,0.005764050749626875,4,0,1,1
236,TXRH,Texas Roadhouse Inc. ,5812,0.8237118776766258,0.7332216108767484,0.7323466349943977,0.23925577978136664,0.7447398238147941,1,0.6797845113932766,0.6790732376079331,0.4862175183765309,0.5635553153058495,0.678067454270043,0.2904966902717719,0.11938695426525914,0.1306709182684409,0.13177684410144558,0.1555201977923512,0.16749639895827934,0.18581328661392071,0.09648707140618756,Other,0,1,0,0,0,1,0.8944733455040819,0.4383084723558235,0.3435848878097234,0.008964944852331052,0.5912257865497941,0.45220291729294754,0.48438702945159096,0.2837954371839037,0.7029379629383709,0.5292328433899386,0.8547249210320584,3,1,2,1
237,CBOU,Caribou Coffee Company Inc.,5810,0.5546102538694483,0.5019561906084825,0.502865540066132,0.331406735044523,0.13099900299171502,1,0.4391008906341032,0.1403396667800817,0.23525156602152303,0.23498312102372676,0.5489373125867751,0.39577909436302666,0.3450843525848494,0.26973359830848975,0.32596308666990037,0.4777834404657636,0.11832857325843826,0.3640376579194812,0.10015453152152431,Other,0,1,0,0,0,0,0.24609581891985172,0.4255826828111129,0.013798154458115098,0.37738939318232495,0.9253533814030788,0.07164124570655295,0.5297412293113578,0.04246973704090294,0.35044820310410485,0.5423027202972531,0.26819516583601805,4,0,1,1
238,DNKN,DUNKIN' BRANDS GROUP INC. ,5810,0.8978070928531905,0.824183607459961,0.8228541830625782,0.9679578646332292,0.22624984548463045,1,0.5791447446634606,0.39007803683037406,0.7787331980873476,0.9994278052760304,0.809015969322435,0.49942282901167034,0.6482027991554964,0.6237942412728626,0.6802812066195705,0.5428089431833315,0.8684366818094007,0.997231138674348,0.7123310714823012,Other,0,1,0,0,1,1,0.9594681495581632,0.8677993998967779,0.542142166846994,0.9659098795714326,0.30204097491173676,0.8619019855930666,0.7551118806028225,0.6299243046081833,0.9572361609198784,0.16532848126024136,0.7682003721021076,2,1,3,2
239,CONN,CONNS INC,5731,0.5546102538694483,0.3805876847459918,0.3823981221263626,0.3380182329530036,0.07457227159986732,0,0.5411953021126441,0.3484336831661898,0.285738141096818,0.15701706412324345,0.7344124373039249,0.5695453084958318,0.6047088422311773,0.5577392956497625,0.5336656514453807,0.507691232073071,0.33873724955610307,0.8427339080618982,0.747296121448822,Other,0,1,0,0,0,1,0.8167152046392279,0.8661998259286497,0.3314847061289057,0.5722472683117016,0.33437624877571964,0.22763947355426079,0.8648695589419386,0.756677955235187,0.24355291129205653,0.16658963057100368,0.7682003721021076,2,1,2,3
240,HGG,hhgregg Inc.,5731,0.46452130174129813,0.7332216108767484,0.7323466349943977,0.42181347085714227,0.30619373972253217,1,0.7587850534733867,0.8240013101375863,0.4682162640022298,0.5881241759909458,0.8719929238664379,0.401651067507889,0.3065559246036562,0.2990319748967215,0.2801299408266016,0.5112102051132197,0.47988224671108204,0.2567803393270136,0.1425176603370627,Other,0,1,0,1,1,1,0.24609581891985172,0.38225373554404735,0.9164290827868645,0.1937314691797598,0.9832357177320955,0.7807877393851983,0.3601897685350507,0.14319391809278187,0.5817381614996798,0.5883283693007347,0.6599203967004477,4,0,4,0
241,DWRI,DESIGN WITHIN REACH INC,5712,0.37622258501788236,0.17836341955336482,0.18090246048771197,0.5367921936348077,0.3516657482349851,1,0.7348442188864763,0.4736453878036461,0.14939486891771397,0.1542061953659109,0.38990833863344354,0.2077444053537899,0.1676300635815018,0.1663726893617915,0.1961936656706626,0.1119969554568136,0.12572442585014937,0.10301877315462488,0.16770386945359678,Other,0,1,0,0,1,1,0.8833619646694992,0.3017304093140478,0.3980456320994471,0.37618322541695143,0.10352577695950788,0.2112237177793861,0.11048431314779755,0.47698489555420576,0.1848064664506906,0.6806004700358388,0.4108495121024564,1,1,2,3
242,BKRS,BAKERS FOOTWEAR GROUP INC,5661,0.1007167193642266,0.01550343443670161,0.03354688625585928,0.12269857487743646,0.7535511824418578,0,0.8230387080884445,0.03878709896870074,0.07712933268893914,0.07009711769033936,0.529822347655894,0.08816489046996945,0.046518517589749175,0.07555099212827421,0.07054917570721592,0.06993670132435077,0.10447169078627988,0.18581328661392071,0.1522674104514068,Other,0,1,0,0,1,1,0.5008227198000157,0.13764348491018813,0.26032583182870883,0.02304792093038443,0.26273680478537875,0.38823801553463655,0.7360440668783486,0.8654828116636935,0.013595717536496231,0.8930815416187847,0.5214188210637227,2,1,2,3
243,DSW,DSW Inc. ,5661,0.8978070928531905,0.7332216108767484,0.7323466349943977,0.015273687778880322,0.43262513787869006,1,0.42271132527038907,0.4805613415441262,0.6540146991456959,0.9075398330241551,0.9607500016866334,0.5824042055954801,0.6204179085682697,0.5851241745365492,0.5376808977291997,0.45323972541550417,0.4944537452998193,0.3397387699449932,0.34753972063375604,Other,0,1,0,0,0,0,0.7850504915492638,0.2639297620921305,0.4635636149465188,0.5455569082103057,0.1827582641826233,0.41625854662695355,0.18813275406351343,0.1556310695461598,0.8772366893500574,0.7270742302066505,0.26819516583601805,1,1,2,3
244,BODY,BODY CENTRAL CORP,5600,0.46452130174129813,0.6231424902627405,0.6230702070315971,0.331406735044523,0.36983904109587473,1,0.9705951087340356,0.6610632960548826,0.18078426301404937,0.20989766318902647,0.5977699136007975,0.33404581486486606,0.3843151937836887,0.33989976178349457,0.3669543465263362,0.23654450397575322,0.637415826551832,0.4399014137225803,0.24566194507420008,Other,0,1,0,1,0,1,0.24609581891985172,0.2889110860503237,0.4464238783348148,0.7222389140121935,0.13433476562179975,0.8617911571138812,0.6073121084409412,0.2779217975559396,0.2882871664796446,0.6961357158918936,0.5020090218332691,1,0,2,3
245,CTRN,Citi Trends Inc,5600,0.5546102538694483,0.3805876847459918,0.3823981221263626,0.4919817017860973,0.18439959424032343,1,0.7348442188864763,0.8614598855291213,0.1398359197104655,0.14065360026967827,0.5435547972511708,0.33404581486486606,0.19808859053034406,0.19658448030888742,0.19340932605805322,0.13828892185419112,0.13343680985980133,0.12396584878416728,0.28731440915185547,Other,0,1,0,0,1,1,0.8167152046392279,0.29741946512520323,0.6655146366718911,0.0642958631832143,0.15242238881533282,0.2006314050020559,0.1431927232468691,0.7436074873074066,0.21587402294292335,0.6857986493718747,0.7065489887004601,1,1,3,2
