,I1,I2,I3,P(IPO),P(H),P(L),P(1Day),C1,C2,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3,Y1,Y2,C3x,C6x,C5x,T3x,T4x,T5x,S1x,S2x,S3x,income,perOffered,P/E,C6xbin,T5xbin,T3xbin,IndDivision,Manufacturing,Other,Services,labels
187,HEES,"H&E Equipment Services, Inc. ",7350,0.625,0.625,0.625,0.643095811716741,0.4776948244500826,1,0.8627460691243024,0.39598515988156535,0.358873167059093,0.4738339021615472,0.6843228439230159,0.6995768688293371,0.534404249936757,0.47278639586331894,0.4725050916496945,0.39964317573595004,0.5,0.5990990990990991,0.38461538461538464,0,1,1,0.7083333333333333,0.40542317173990067,0.5428920134320319,0.10922367985420035,0.34471738320121426,0.538514594568946,0.6754243958392931,0.3389480288501043,0.6325155769165618,0.5459653600791112,0.5091428907372516,1,1,3,Services,0,0,1,0
188,HTZ,HERC HOLDINGS INC,7350,0.5,0.6875,0.6875,0.4376392280311745,0.536754375532034,1,0.8090551181102362,0.5879204267045,0.5008636689112994,0.5261528668941979,0.953982539999904,0.8279266572637518,0.883042415043427,0.8610267071805533,0.8187372708757638,0.8617305976806423,0.6343283582089553,0.8423423423423423,0.8906882591093117,1,1,1,0.0,0.44573193946920364,0.4724415249028483,0.5772118726584764,0.5225098133787913,0.3748614507752054,0.542316973449926,0.5204584023572454,0.5897566980626276,0.5016139303518996,0.5079619369775742,0,3,2,Services,0,0,1,1
189,ARP,"ARC DOCUMENT SOLUTIONS, INC.",7330,0.4166666666666667,0.5625,0.5625,0.38279511972480706,0.4894023060323318,1,0.8627460691243024,0.3800345988600441,0.42990103383632355,0.5836177474402731,0.6648837072363654,0.5289139633286318,0.503457289822076,0.4395223625992857,0.4460285132382892,0.47636039250669043,0.5522388059701493,0.5405405405405406,0.46963562753036436,1,1,1,0.0,0.38991556511406433,0.5714892230001829,0.3467900303825217,0.621828724292782,0.6418735816916924,0.651697223036603,0.5153381971718347,0.589898251647837,0.5646765656507552,0.49101886230992176,0,3,3,Services,0,0,1,0
190,CDM,"China Century Dragon Media, Inc. ",7311,0.09375,0.0,0.0625,0.1475501188757438,0.8688243343812404,0,0.8627460691243024,0.4790361262960332,0.05314118572375329,0.030716723549488054,0.6648837072363654,0.3032440056417489,0.4139050510161059,0.3417026493949571,0.35030549898167007,0.28991971454058874,0.5074626865671642,0.34684684684684686,0.44534412955465585,1,1,1,0.0,0.909175168418838,0.6490847019522284,0.6863328465086489,0.37288689519363,0.7210756594247612,0.5233161868750416,0.6428955061814154,0.05983408022190752,0.21705786604073124,0.46288364125005077,0,2,4,Services,0,0,1,0
191,GRPN,"Groupon, Inc.",7311,0.7083333333333334,0.6875,0.6875,0.7268931497832535,0.629510205121899,1,0.3956692913385827,0.47542225006353783,0.5008636689112994,0.5261528668941979,0.78988415654994,0.7348377997179125,0.6566320937684459,0.625673010288395,0.6578411405295316,0.6717216770740411,0.7910447761194029,0.44144144144144143,0.582995951417004,0,1,0,1.0,0.6095507164958244,0.7032266451682305,0.4315992209510752,0.6481418555445995,0.7035111079920395,0.3653976296619033,0.4516494642905957,0.5897566980626276,0.36628101257686607,0.2118713776194916,1,4,4,Services,0,0,1,0
192,MM,Millennial Media Inc.,7311,0.4166666666666667,0.25,0.25,0.6959911267723765,0.3653540602541965,1,0.8600204773164969,0.7167509687422997,0.7804985179620595,0.4402730375426621,0.49651239883027526,0.6036671368124118,0.6546083143604013,0.6264726264726265,0.6619144602851323,0.5807314897413024,0.48507462686567165,0.3963963963963964,0.4817813765182186,0,1,1,0.4047619047619047,0.9390909940315102,0.7395366578778111,0.7075253238168138,0.47040402852909596,0.3980663167850898,0.3149746099388587,0.3277784626563292,0.5074533649096202,0.2060663551521001,0.49138380134728965,1,2,4,Services,0,0,1,0
193,RLOC,ReachLocal Inc,7311,0.4166666666666667,0.75,0.75,0.4170378703557712,0.6124869780401149,1,0.5944881889763779,0.33674928663564896,0.2570175934219094,0.16571863481228669,0.5684382578763395,0.53737658674189,0.6014841048992327,0.5763633455941148,0.560081466395112,0.6770740410347904,0.5298507462686567,0.509009009009009,0.5384615384615384,1,1,1,0.0,0.8288079943586282,0.8853483716605813,0.61998517970523,0.805032281917126,0.4994703886860405,0.4949424122555798,0.4664277537121422,0.3009022194991961,0.24935501386725578,0.6363541666061869,0,4,4,Services,0,0,1,0
194,ANGI,"Angie's List, Inc. ",7310,0.4166666666666667,0.375,0.375,0.452672635255872,0.3653540602541965,1,0.41141732283464566,0.20494814649994067,0.5689751075815211,0.37626430034129693,0.4362873840252307,0.5345557122708039,0.664136942406611,0.5799882722959646,0.5661914460285132,0.5432649420160571,0.4925373134328358,0.35585585585585583,0.340080971659919,0,1,0,0.47222222222222215,0.8034188418329512,0.08363432309848308,0.6426494921210781,0.3759043537551553,0.39818764103641413,0.25817290681744887,0.12162735720410232,0.46652392232819906,0.2605083780108449,0.2687648227856679,1,2,1,Services,0,0,1,1
195,CCO,"Clear Channel Outdoor Holdings, Inc.",7310,0.625,0.9375,0.9375,0.516425394906973,0.40924266468517606,1,0.42125984251968507,0.7999970010983634,0.5008636689112994,0.5261528668941979,0.8346314253143542,0.5218617771509168,0.5754701070916604,0.5238552161629084,0.5254582484725051,0.7528991971454059,0.40298507462686567,0.6531531531531531,0.5951417004048583,1,1,0,0.0,0.6095507164958244,0.6001801096943589,0.5689999864157592,0.6289439672687167,0.37072682214324143,0.6787022712710372,0.6242735207803931,0.5897566980626276,0.10569530846558942,0.17304207975780608,0,4,3,Services,0,0,1,0
196,FSTC,FASTCLICK INC,7310,0.375,0.4375,0.4375,0.3340757408507407,0.44053508087344634,1,0.6220472440944882,0.26982957692708004,0.17199858732210607,0.27189988623435724,0.4344160446230855,0.34837799717912554,0.37144784551817184,0.2937789860866784,0.3034623217922607,0.3095450490633363,0.2835820895522388,0.22522522522522523,0.4008097165991903,1,0,1,0.0,0.3590313378679675,0.6674775217095529,0.3676250305465291,0.5880774432313719,0.43092119332329537,0.37914448566639597,0.6596165280278261,0.37406834805500183,0.6051581473384703,0.5788930012324907,0,3,4,Services,0,0,1,0
197,NCMI,"National CineMedia, Inc. ",7310,0.75,0.8125,0.8125,0.7146436911970477,0.5119047549345142,1,0.452755905511811,0.5214430861998881,0.9883584528081237,0.5261528668941979,0.5766372040871205,0.3991537376586742,0.4910194788768024,0.4363772056079748,0.384928716904277,0.4085637823371989,0.291044776119403,0.31981981981981983,0.23481781376518218,0,1,0,0.5964912280701754,0.2908878138768358,0.739759424150242,0.49092873616796895,0.48152658734646603,0.2917915738909355,0.377397673805571,0.13555507441479359,0.5897566980626276,0.7138873296704902,0.3743584858804669,1,2,4,Services,0,0,1,0
198,TRFC,"Traffic.com, Inc. ",7310,0.375,0.34375,0.34375,0.3382516770323098,0.6066598747302576,1,0.36023622047244097,0.47051008164372377,0.1711803317140114,0.27417519908987487,0.40310941631772423,0.6417489421720733,0.6256851336537651,0.5716189562343409,0.6171079429735234,0.4808206958073149,0.3805970149253731,0.4369369369369369,0.44534412955465585,0,1,0,0.24637681159420288,0.3544869978372581,0.4831132903484842,0.5211496937389408,0.3262842710276471,0.29620908238841287,0.38858225440189936,0.31228667434785584,0.37575356292383344,0.6115149352287659,0.42076286880176633,1,1,2,Services,0,0,1,1
199,TRMM,"Access to Money, Inc. ",7200,0.451569423929099,0.5300744047619048,0.5321902901785714,0.7220146845979424,0.6145909151301829,1,0.8627460691243024,0.46555625344795687,0.5005996661627025,0.5410782356900997,0.6648837072363654,0.5105782792665726,0.4838940888776457,0.3850418465803081,0.4215885947046843,0.35057983942908116,0.30597014925373134,0.36036036036036034,0.2631578947368421,1,1,1,0.0,0.4912171769297777,0.07439989445566947,0.32202537893311345,0.34665097611746665,0.32382536185144095,0.44505062989982347,0.1997627522640255,0.5865833032007804,0.4577889462370927,0.4940567527639351,0,1,1,Services,0,0,1,1
200,CZR,CAESARS ENTERTAINMENT Corp,7011,0.25,0.1875,0.1875,0.42845214710655427,0.3704570675369755,1,0.36023622047244097,0.728874378189076,0.5008636689112994,0.05853529010238908,0.9719376465825592,0.5021156558533145,0.6208364954886584,0.5765765765765766,0.6008146639511202,0.48349687778768957,0.7910447761194029,0.5484234234234234,0.6923076923076923,0,1,0,0.0,0.6095507164958244,0.6100129472698467,0.8210566931810535,0.3418961568816533,0.7444808626789635,0.6048975898593015,0.6266218081874245,0.13576443971942698,0.36628101257686607,0.4376313263749387,0,1,3,Services,0,0,1,0
201,LVS,LAS VEGAS SANDS CORP,7011,0.5833333333333334,0.625,0.625,0.5854677550502783,0.4532808092885562,1,0.6299212598425197,0.6920439270671866,0.5008636689112994,0.5261528668941979,0.6995050770518983,0.4767277856135402,0.5847879247828653,0.520390212697905,0.5254582484725051,0.41659232827832293,0.44029850746268656,0.4144144144144144,0.5587044534412956,0,1,1,0.9066666666666666,0.6095507164958244,0.41814561799530325,0.6875749477745519,0.27150488207316614,0.4095524389394214,0.4018620537168288,0.5154966208135693,0.5897566980626276,0.0,0.4472778008281494,1,1,2,Services,0,0,1,1
202,MHGC,Morgans Hotel Group Co.,7011,0.7083333333333334,0.875,0.875,0.5537305234779192,0.4816327429862179,1,0.4251968503937008,0.3485148879142098,0.3267582048264989,0.7952218430034129,0.6022325474111779,0.5768688293370945,0.5398009950248757,0.46841516072285305,0.505091649694501,0.3648528099910794,0.6417910447761194,0.42792792792792794,0.41295546558704455,0,0,0,0.0,0.20991550861629749,0.396667331923173,0.39418347511566665,0.24775660152570897,0.6962123122115362,0.4677012935848577,0.37518111172545837,0.8781880303685895,0.8976273522020065,0.12815916489329085,0,1,2,Services,0,0,1,1
203,SHO,"Sunstone Hotel Investors, Inc. ",7011,0.5833333333333334,0.8125,0.8125,0.473273966205216,0.48553502376186325,1,0.36811023622047245,0.5393588891399141,0.1690351472690175,0.945152992036405,0.6560304474768304,0.46403385049365303,0.41689855805717174,0.3507649661495815,0.3564154786150713,0.36574487065120426,0.3880597014925373,0.6621621621621622,0.3076923076923077,1,0,0,0.0,0.08172409746287608,0.7491525335310888,0.243993273389966,0.5981689895839152,0.5408435343387185,0.9422743321721908,0.3907672627969494,0.8808179235624947,0.6296691576980844,0.28592193592467446,0,3,4,Services,0,0,1,0
204,WOLF,"Great Wolf Resorts, Inc.",7011,0.5833333333333334,0.625,0.625,0.5846325464887963,0.536754375532034,1,0.4763779527559055,0.6920439270671866,0.26824349557445193,0.6131968145620023,0.413755277384811,0.6248236953455572,0.5043426933130956,0.4281678127831974,0.4134419551934827,0.37377341659232827,0.7014925373134329,0.31981981981981983,0.2591093117408907,0,1,0,0.35416666666666663,0.2299350354128528,0.38783080546845106,0.09294014213406836,0.3544173415000869,0.8114076701285488,0.3619160585567793,0.16479389262124117,0.7019076603258946,0.8445192453596007,0.3743584858804669,1,1,1,Services,0,0,1,1
205,GSL,GLOBAL SIGNAL INC,6798,0.625,0.5300744047619048,0.5321902901785714,0.7220146845979424,0.6145909151301829,1,0.8627460691243024,0.46555625344795687,0.4950788789373063,0.29465301478953354,0.6648837072363654,0.7038081805359662,0.7990555696095792,0.7679513833359988,0.7759674134419552,0.7216770740410348,0.4925373134328358,0.5484234234234234,0.5222672064777328,0,1,1,0.4047619047619047,0.8907996065226479,0.48824551833330015,0.7325309014533473,0.44594237697402006,0.2963249457856231,0.7610432050203884,0.23405957093324298,0.49302675931740897,0.2240711311932678,0.5091428907372516,1,2,2,Other,0,1,0,1
206,DLB,"Dolby Laboratories, Inc. ",6794,0.625,0.6875,0.6875,0.6765033540646196,0.39510372315885034,1,0.6003937007874015,0.5455068684679433,0.5008636689112994,0.5261528668941979,0.6061702381157748,0.5190409026798307,0.6223543300446918,0.5991790607175222,0.5906313645621182,0.6645851917930419,0.47761194029850745,0.4594594594594595,0.562753036437247,0,1,1,0.3333333333333333,0.4333264431242927,0.8631780372716227,0.7465551457796952,0.7204466861362537,0.4186788907673537,0.4177620543783251,0.46986675885696577,0.5897566980626276,0.514655336020783,0.6929329813647109,1,4,4,Other,0,1,0,0
207,DTSI,"DTS, INC.",6794,0.5833333333333334,0.5625,0.5625,0.6937639573938765,0.3221981647213481,0,0.7027559055118111,0.6948358021137676,0.10309275208671569,0.15085324232081912,0.3974350720301947,0.2919605077574048,0.32662956404418586,0.23903193133962364,0.2729124236252546,0.22658340767172166,0.3283582089552239,0.33783783783783783,0.17813765182186234,0,1,1,0.7555555555555555,0.41607401167154595,0.5985185094024849,0.4314186079019758,0.46827897881460784,0.5943414840051023,0.668392667958453,0.2786353965764457,0.3366811804743962,0.5336737181004257,0.5560064438141697,1,2,3,Other,0,1,0,0
208,CRMH,"Majestic Capital, Ltd.",6331,0.4166666666666667,0.5625,0.5,0.5854677550502783,0.40924266468517606,1,0.5826771653543307,0.4204790822771699,0.13762261035345646,0.378839590443686,0.3734881469757808,0.46403385049365303,0.5311156083986845,0.4621781544858468,0.45010183299389,0.4192685102586976,0.17164179104477612,0.8558558558558559,0.5668016194331984,1,1,1,0.0,0.20655251036471034,0.44579674739284053,0.5099602099975079,0.4008630091456602,0.04141505357288416,0.9404216216447054,0.6076066071872811,0.4682313218380028,0.9071837358834023,0.6665369137486968,0,2,2,Other,0,1,0,1
209,HS,"HealthSpring, Inc. ",6324,0.6875,0.6875,0.6875,0.6119153986582734,0.5008003022354385,1,0.5905511811023622,0.3270497875040351,0.5875522976614406,0.8316268486916951,0.7223858860248125,0.38928067700987307,0.515136183489333,0.41798603337064877,0.42769857433808556,0.4299732381801962,0.3805970149253731,0.5135135135135135,0.3643724696356275,0,1,1,0.8333333333333333,0.36772321447847967,0.0641228523397285,0.6566614955772859,0.4694186993358123,0.40259249242382755,0.6034830830710856,0.3335989651584797,0.8867940004490122,0.5932987194662698,0.7453063827995645,1,2,1,Other,0,1,0,1
210,MOH,MOLINA HEALTHCARE INC,6324,0.6041666666666666,0.6875,0.6875,0.3711952588888453,0.7034654360771136,1,0.7086614173228346,0.4070823694092107,0.2379486891762436,0.2764505119453925,0.6918812001340956,0.16784203102961917,0.2254405936419597,0.11519803827496135,0.13441955193482688,0.08296164139161463,0.1865671641791045,0.036036036036036036,0.1862348178137652,0,0,1,0.16666666666666666,0.47428358462930914,0.34383271927497205,0.2716588104474454,0.2779985775650485,0.4956644860183924,0.13241920933317464,0.5794608516235253,0.4692729897140308,0.47342058278440147,0.555909732687274,1,1,1,Other,0,1,0,1
211,WCG,"WELLCARE HEALTH PLANS, INC. ",6324,0.5833333333333334,0.5625,0.5625,0.5437082682345805,0.5825305546027072,1,0.6377952755905513,0.6040559283169621,0.3658845282719859,0.30982175199089873,0.7437286048739421,0.459802538787024,0.44936335272788597,0.37496668265899036,0.39307535641547864,0.41213202497769846,0.31343283582089554,0.3783783783783784,0.5546558704453441,0,1,1,0.7555555555555555,0.6348004096063473,0.524150847143631,0.3580277967607617,0.6221764652597108,0.37629790952455305,0.5175493492637446,0.7401358148901026,0.4900667509129564,0.34995378069016264,0.6118028739699028,1,3,3,Other,0,1,0,0
212,KFI,KKR Financial Holdings LLC,6199,0.451569423929099,0.5300744047619048,0.5321902901785714,0.7220146845979424,0.6145909151301829,1,0.8627460691243024,0.46555625344795687,0.5005996661627025,0.5410782356900997,0.6648837072363654,0.1607898448519041,0.0,0.32213870675409134,0.5804480651731161,0.5597680642283676,0.44029850746268656,0.12612612612612611,0.39271255060728744,1,1,1,0.0,0.4912171769297777,0.6464724756875436,0.6262145460756361,0.6289439672687167,0.6330240774529114,0.6048975898593015,0.6242735207803931,0.5865833032007804,0.4577889462370927,0.4940567527639351,0,4,4,Other,0,1,0,0
213,HPY,HEARTLAND PAYMENT SYSTEMS INC,6153,0.625,0.5625,0.5625,0.6823497070907563,1.0,1,0.5610236220472441,0.35214149262388494,0.3147702191661267,0.2832764505119454,0.6847743257828864,0.5980253878702397,0.620499198920651,0.526360680206834,0.6171079429735234,0.4272970561998216,0.3358208955223881,0.5720720720720721,0.2388663967611336,0,1,1,0.4047619047619047,0.6010200934279853,0.0036250530014009827,0.6155836919775989,0.22379777353802868,0.24056960120545215,0.5424764708357155,0.0007160380270424779,0.4829726877048029,0.3720146360885561,0.8749012399366692,1,1,1,Other,0,1,0,1
214,BDAY,"CELEBRATE EXPRESS, INC",5961,0.5208333333333334,0.5,0.5,0.4649220938420778,0.4229326742783981,0,0.44094488188976383,0.5328736582279527,0.03612340725401943,0.1217292377701934,0.38862879340931966,0.23413258110014104,0.2826545239902184,0.18231249000479768,0.25661914460285135,0.09188224799286351,0.1865671641791045,0.12612612612612611,0.2874493927125506,0,1,0,0.6071428571428571,0.2528543095518854,0.4341246388228368,0.5805458326542222,0.07897398532133544,0.36889229901744286,0.3072650942000743,0.6614800106231533,0.28514153355203226,0.7905921475627238,0.14175765251129918,1,1,2,Other,0,1,0,1
215,PRVD,PROVIDE COMMERCE INC,5961,0.5,0.5625,0.5625,0.36191538592163575,0.3755003891552119,0,0.5039370078740157,0.3639068254745308,0.0840565162365982,0.17333333333333334,0.45487504719955585,0.2778561354019746,0.33320684712033055,0.23737939122554508,0.29124236252545826,0.2016057091882248,0.21641791044776118,0.27927927927927926,0.3157894736842105,0,0,0,0.0,0.31105147904917413,0.3965599687512005,0.5530871336419447,0.34573400950799515,0.3526524849962763,0.5484802676973503,0.5852159766909991,0.3358497851666301,0.6784131399850114,0.3743584858804669,0,1,2,Other,0,1,0,1
216,BUN,PARENT CO,5960,0.2708333333333333,0.1875,0.1875,0.2978842022585771,0.4274010985433388,0,0.5275590551181103,0.6298023665766096,0.014328391175139413,0.0671217292377702,0.28829421209939793,0.2468265162200282,0.27261995109199766,0.16338824031131724,0.1670061099796334,0.12042818911685994,0.3283582089552239,0.12162162162162163,0.17813765182186234,0,1,1,0.31481481481481477,0.29492772776598475,0.2310633408528411,0.14713249198700692,0.2470448708511938,0.7156937091134056,0.3143994202002761,0.4082317615644986,0.15173756202444902,0.7065222000185932,0.626279081482846,1,1,1,Other,0,1,0,1
217,REDE,REDENVELOPE INC ,5960,0.4583333333333333,0.5625,0.4375,0.40506683578152314,0.4574470164117562,0,0.36023622047244097,0.3394722256481462,0.05274456070665993,0.07622298065984073,0.4302103844574383,0.25105782792665726,0.24749135677544482,0.14712937789860867,0.109979633401222,0.12934879571810884,0.17164179104477612,0.1891891891891892,0.30364372469635625,0,1,0,0.0,0.47659917250756006,0.5590442871892598,0.37556436153089146,0.4076421434821237,0.40030900303695693,0.5459739458586199,0.8193638129771732,0.21093195773295767,0.4712375514636133,0.44206312630225136,0,2,3,Other,0,1,0,0
218,BBW,BUILD A BEAR WORKSHOP INC,5945,0.7083333333333334,0.6875,0.6875,0.6973830878677909,0.3278348343034287,1,0.5984251968503937,0.4886591858969622,0.17384864898973207,0.31658703071672356,0.5738565528309498,0.3159379407616361,0.36301543131798636,0.27629404552481474,0.29327902240325865,0.17662801070472792,0.3283582089552239,0.14414414414414414,0.2793522267206478,0,1,1,1.0,0.3099645152166114,0.5098627782087293,0.42969588411118215,0.1539495693738088,0.5274062717832998,0.2223955590817509,0.43901575562325984,0.5431196249013571,0.6802463966417548,0.7263227696300218,1,1,2,Other,0,1,0,1
219,NILE,BLUE NILE INC,5944,0.7291666666666666,0.78125,0.78125,0.7906459094343545,0.2867371721906571,1,0.6299212598425197,0.23135652799803347,0.14961699814235224,0.14630261660978386,0.5197963700785954,0.09167842031029619,0.19327093346825197,0.08465270003731543,0.10590631364562118,0.06601248884924175,0.15671641791044777,0.08108108108108109,0.1902834008097166,0,1,1,0.6126126126126126,0.5791673607384368,0.5330125821429277,0.4781157908605422,0.36108371664235206,0.4931238781622304,0.37408992641617267,0.7207395834077317,0.3703095263477961,0.3872415007657159,0.46304574004740595,1,1,3,Other,0,1,0,0
220,ODMO,Odimo INC,5944,0.25,0.1875,0.25,0.24359689437033177,0.7685938565388523,1,0.36023622047244097,0.6153847661652331,0.038025749317071575,0.11831626848691695,0.42320975434884245,0.231311706629055,0.3191247154060207,0.1890825736979583,0.219959266802444,0.14451382694023193,0.12686567164179105,0.14414414414414414,0.2631578947368421,1,0,0,0.0,0.2672145680509391,0.3878386098005116,0.4303029562162537,0.1737808395697633,0.14814814098724427,0.2885424796270083,0.5040884980891337,0.1986805760935177,0.7599479022791048,0.43524922845865877,0,1,1,Other,0,1,0,1
221,CAB,CABELAS INC,5940,0.7083333333333334,0.625,0.625,0.7238307718432715,0.41385446354255845,1,0.7027559055118111,0.608613728191379,0.6695787142907852,0.3316268486916951,0.7743270466526165,0.765867418899859,0.7867864069483093,0.7709899248360786,0.8044806517311609,0.9134701159678859,0.8582089552238806,0.5675675675675675,0.6720647773279352,0,1,1,0.4047619047619047,0.6095507164958244,0.6516585885438827,0.6636299955929765,0.7898795216178173,0.6325510409895856,0.38819574328062095,0.40793030577526024,0.5564040659948847,0.1647299717022276,0.5757226620247763,1,4,4,Other,0,1,0,0
222,GGXY,"GOLF GALAXY, INC.",5940,0.4583333333333333,0.375,0.375,0.5180958117515405,0.30483209635243924,1,0.9586614173228346,0.6776226623026447,0.07611526778075542,0.1558589306029579,0.4922527752666758,0.44710860366713684,0.42018719959524414,0.3477264246495016,0.4175152749490835,0.23907225691347012,0.7686567164179104,0.25225225225225223,0.31983805668016196,0,1,1,0.9444444444444443,0.3205556809462095,0.6277955330213549,0.4599449305463753,0.19731949696279205,0.6330240774529114,0.35832828279669826,0.4079637924833915,0.3047095447515814,0.6627406131225179,0.48384002346735006,1,1,3,Other,0,1,0,0
223,GMTN,GANDER MOUNTAIN CO ,5940,0.5416666666666666,0.5625,0.5625,0.6130289844611092,0.3221981647213481,1,0.36023622047244097,0.3670237916962424,0.1060072772468725,0.2366325369738339,0.6288874963627304,0.16502115655853314,0.2286870731090311,0.12607281838051068,0.1629327902240326,0.09188224799286351,0.43283582089552236,0.14414414414414414,0.18218623481781376,0,1,0,0.37777777777777777,0.2728504515705885,0.5703398123119018,0.43312376917034234,0.30983945397305696,0.6330240774529114,0.47606800194118054,0.5556128305379425,0.4108029230331196,0.7485060706720893,0.4436510869208395,1,1,3,Other,0,1,0,0
224,GOLF,GOLFSMITH INTERNATIONAL HOLDINGS INC,5940,0.3541666666666667,0.5625,0.5625,0.3090200602869351,0.40924266468517606,1,0.5669291338582677,0.1877365798012501,0.1291327849910253,0.24914675767918087,0.6183137057310774,0.44710860366713684,0.47529302639345644,0.40183378644917106,0.4378818737270876,0.2604817127564674,0.44776119402985076,0.4369369369369369,0.3481781376518219,1,0,1,0.0,0.305391033238004,0.4840266023173143,0.5193091010586621,0.12379064812750519,0.5451606453462181,0.5618261738070507,0.36607010485383434,0.3479655698433573,0.688055177690363,0.6931617895405984,0,1,2,Other,0,1,0,1
225,PRSS,CAFEPRESS INC. ,5900,0.6666666666666666,0.6875,0.6875,0.5297884649084881,0.9040751396872988,1,0.5492125984251969,0.7167509687422997,0.14564264664782467,0.18088737201365188,0.5527966685965934,0.5260930888575458,0.592587907918037,0.5558398635321712,0.5498981670061099,0.5950044603033007,0.5746268656716418,0.42792792792792794,0.6518218623481782,0,1,1,0.6666666666666666,0.46427097871986944,0.7578872359049591,0.6219914831229836,0.6497082818196008,0.558999925495754,0.41036629251110834,0.6200887546841284,0.39468963755475406,0.48303325307213174,0.626279081482846,1,4,4,Other,0,1,0,0
226,ARCO,Arcos Dorados Holdings Inc. ,5812,0.5833333333333334,0.5,0.5,0.5902004755029752,0.3704570675369755,1,0.608267716535433,0.4492471761211671,0.5008636689112994,0.5261528668941979,0.8570655288185548,0.6205923836389281,0.7094190066616072,0.6520070366224212,0.7331975560081466,0.6690454950936664,0.5895522388059702,0.5585585585585585,0.4008097165991903,0,1,1,0.4047619047619047,0.3416532914971667,0.3315721870404793,0.8311785632779302,0.5246668266575705,0.46169399745179335,0.4425613551562195,0.16451237359788592,0.5897566980626276,0.6300799825332271,0.6608660699595101,1,3,1,Other,0,1,0,1
227,BAGL,EINSTEIN NOAH RESTAURANT GROUP INC,5812,0.625,0.875,0.875,0.5075167296424169,0.21302032643425137,1,0.3779527559055118,0.43287392852862056,0.1315193099487696,0.2036405005688282,0.6382009583766948,0.5430183356840621,0.5290496669196391,0.4762513993283224,0.5091649694501018,0.528099910793934,0.7089552238805971,0.6621621621621622,0.659919028340081,1,1,0,0.0,0.379797320774597,0.6784307437284995,0.47722598985411074,0.6743121269806884,0.7830176644281232,0.750838271032603,0.7322702101767216,0.4066297596446936,0.5774431768048007,0.2638393390629804,0,4,4,Other,0,1,0,0
228,BBRG,"Bravo Brio Restaurant Group, Inc. ",5812,0.4583333333333333,0.5625,0.5625,0.4440423335912436,0.48553502376186325,1,0.5433070866141733,0.6455591101584653,0.17054188383201857,0.4311717861205916,0.6142454411112601,0.47249647390691113,0.44164769373471624,0.36457167226397996,0.40122199592668023,0.34611953612845675,0.5373134328358209,0.35585585585585583,0.3967611336032389,1,1,1,0.0,0.21841501437019137,0.49648221646160934,0.35136061694552895,0.45571972520069215,0.7148046409092158,0.49550775980001943,0.5064012470054348,0.5232079845702682,0.8743196546706884,0.9455932077818785,0,2,2,Other,0,1,0,1
229,BKC,Burger King Holdings Inc,5812,0.5833333333333334,0.625,0.625,0.48719378874066355,0.3998684023875546,1,0.5944881889763779,0.058165857151540455,0.5008636689112994,0.5261528668941979,0.070984260911876,0.6671368124118476,0.8225820052280968,0.7842635534943228,0.7718940936863544,0.9348795718108831,0.5951492537313433,0.5484234234234234,0.4939271255060729,0,1,1,0.35416666666666663,0.6703312578835746,0.3931396279989985,0.8055915868217157,0.7487091842010561,0.6330240774529114,0.7354804906137807,0.18171294040388014,0.9597994264862724,0.32847513781785553,0.6951169201865781,1,4,2,Other,0,1,0,1
230,BLMN,"Bloomin' Brands, Inc. ",5812,0.3333333333333333,0.5,0.5,0.3454899911538609,0.5332909104633115,1,0.6732283464566929,0.5562544537575268,0.5008636689112994,0.7042093287827076,0.8828594583451084,0.8307475317348378,0.6203410911543975,0.5729783037475346,0.9572301425661914,0.5597680642283676,0.9402985074626866,0.5484234234234234,0.5951417004048583,1,1,1,0.0,0.9593090809044714,0.08564794655624317,0.8237460226525314,0.46113777376070186,0.4673322789552574,0.5906837230176666,0.4540514258835843,0.5945041379381815,0.19891976727777344,0.5294430176338037,0,2,1,Other,0,1,0,1
231,BWLD,BUFFALO WILD WINGS INC,5812,0.5833333333333334,0.5625,0.5625,0.31945993776758597,0.29285357378898835,0,0.5708661417322834,0.2762955122417082,0.04405726695194288,0.11262798634812286,0.4884022994143513,0.2383638928067701,0.2622059195547685,0.14499706807399115,0.17311608961303462,0.15254237288135594,0.11940298507462686,0.25675675675675674,0.10931174089068826,0,0,1,0.7555555555555555,0.30431690265519973,0.039510195314981504,0.20000480850254224,0.4458999382524852,0.21402064681039806,0.6639513935309376,0.224959696991718,0.2900476592805318,0.6899118297681232,0.7883075241695098,1,2,1,Other,0,1,0,1
232,DPZ,DOMINOS PIZZA INC ,5812,0.4583333333333333,0.625,0.625,0.3758352084570833,0.3998684023875546,1,0.4862204724409449,0.2974193908318121,0.7121315468149838,0.5261528668941979,0.7696882486348658,0.41889985895627646,0.41398937515810774,0.3151020843328536,0.3869653767820774,0.2631578947368421,0.2462686567164179,0.15765765765765766,0.3360323886639676,1,0,0,0.0,0.339392173496947,0.17038582300542196,0.4428552450958686,0.2892693772716232,0.30047949683624475,0.18683842958997623,0.4498608616121077,0.8504115977580692,0.6334487162950888,0.3743584858804669,0,1,1,Other,0,1,0,1
