,I1,I2,I3,P(IPO),P(H),P(L),P(1Day),C1,C2,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3,Y1,Y2,C3x,C6x,C5x,T3x,T4x,T5x,S1x,S2x,S3x,income,perOffered,P/E,C6xbin,T5xbin,T3xbin,IndDivision,Manufacturing,Other,Services,labels
30,NHWK,NightHawk Radiology Holdings Inc,8090,0.6781637506662006,0.3888417836349619,0.3763678571758598,0.4781119166748094,0.5483055531502585,1,0.5049606641587803,0.24964003444926935,0.3874083117192202,0.34161778871593557,0.37926919743569676,0.7841909755589631,0.7330887711938038,0.7612777362205938,0.7187556993685396,0.7601094741491825,0.30397168535450036,0.48791159174798443,0.754130663555697,0,1,0,0.9884874306630437,0.5657004801515259,0.5892565710296209,0.39240082925721165,0.498590631058621,0.09122624667093615,0.2813037807619339,0.5307747994955488,0.4045880029379547,0.29515260644436825,0.44230181125187723,1,3,4,Services,0,0,1,1
31,VRAD,Virtual Radiologic CORP ,8090,0.7457976838149454,0.7263196623568738,0.735274957447539,0.47937438091534706,0.9834442453304271,1,0.5234209844791032,0.07066038879853795,0.2964755364289081,0.27674977505242954,0.34658453219982654,0.5699637584477448,0.662490337443236,0.6782083193638625,0.6588241808031019,0.661516690167921,0.14144856502506586,0.5406441875687209,0.581642988427475,0,1,0,0.275191847760374,0.47313798284187797,0.5371749052665589,0.8147983298904826,0.48974663559762144,0.013410556834520396,0.4353719177379959,0.37162108141598177,0.30185935648320783,0.3933467700798056,1.7384042101293021e-07,0,3,3,Services,0,0,1,1
32,LHCG,LHC Group Inc,8082,0.5259379762946715,0.3888417836349619,0.3763678571758598,0.4335304399433405,0.7851551940164482,0,0.5305099075713251,0.5817897059488963,0.29770979258261665,0.29862475157434387,0.5115151854429824,0.6541086361868335,0.4939375103719249,0.4778275652007977,0.5205711501441639,0.4514273434361674,0.20110014043553442,0.4066375485758768,0.3653752196815746,0,1,1,0.6404077544838298,0.380408345128567,0.4167534704870588,0.19805118945282818,0.4747552891933258,0.08194460200848769,0.3796679361223577,0.27007977986971493,0.29923958217098756,0.5296176243736773,0.5387462634910748,1,2,1,Services,0,0,1,0
33,GHDX,GENOMIC HEALTH INC ,8071,0.3697767504263667,0.3888417836349619,0.3763678571758598,0.3680828041416584,0.2486067170608946,1,0.5145496590645037,0.1605508426224544,0.34940739006469373,0.30468333109269263,0.001228303321613242,0.17761477947361315,0.14934691461488564,0.14645491685156437,0.16215162124762034,0.1328422121233016,0.2836456370050303,0.1446195697781218,0.11432273750546523,1,0,0,0.275191847760374,0.5838326085303256,0.4870414365654423,0.24647689641484039,0.4546407533397886,0.7386283229794669,0.13106998275022086,0.26110470738205993,0.2760992755276859,0.2791771300192639,0.42714211756766696,0,1,2,Services,0,0,1,0
34,GXDX,GENOPTIX INC,8071,0.7457976838149454,0.5634375117896849,0.5623404408289218,0.5374656788170608,0.3452640560661435,1,0.5215588212821739,0.4339066125495957,0.29149574471251916,0.30421391693960254,0.20803910940997306,0.3671128236885597,0.3683197919006238,0.3852671884280549,0.39690228954082885,0.42963505639565924,0.44856382348319956,0.5464763472026177,0.4047930213728117,0,1,0,0.8556900358057623,0.3346760995061938,0.5766443463624631,0.6014624777992867,0.5011879809797073,0.6131624365775403,0.7958443439366641,0.5448683469504387,0.3562726339570501,0.6153341692181845,0.2259973120846515,1,3,4,Services,0,0,1,1
35,HCA,HCA Holdings Inc.,8062,0.9994129987164058,0.9994308307128646,0.9993690693996515,0.6078555901424045,0.26160806961577565,1,0.548714047220167,0.14199105868426848,0.9999999975814229,0.9999999994764563,0.9979784351647085,0.39345769032787664,0.42059971157176446,0.4017031061075064,0.4038129427998915,0.3300669065904235,0.3464423070631556,0.9940314172616244,0.43164727833108546,0,1,1,0.5228956131891549,0.47058475686627915,0.40162836993982315,0.5330541698772677,0.45674603706430794,0.36118034023846246,0.9996711198084932,0.4975640142991806,0.9999921757067044,0.3965226567862412,0.5104621378879035,1,1,1,Services,0,0,1,0
36,SEM,SELECT MEDICAL HOLDINGS CORP,8060,0.2327097287323589,0.3073578003556119,0.2908154225843742,0.34843796678457406,0.9778541117889881,1,0.524928077298599,0.9636145303365128,0.9800071762909899,0.9322573220292835,0.9338319256782536,0.6114937322638943,0.564941966422899,0.5729503234638287,0.5980508298223113,0.5008978721593008,0.2639943478139068,0.7014440452217153,0.6848168611511103,1,1,1,0.275191847760374,0.6327531145576692,0.5116617885573038,0.523356874387847,0.4719457323718709,0.12314928186806257,0.7953186472393758,0.6732013653840376,0.8119648105761457,0.24023182408743265,0.7223800579790387,0,2,3,Services,0,0,1,1
37,ADKU,ADCARE HEALTH SYSTEMS INC,8051,0.5130822785110872,0.5179566481531963,0.5169383312742295,0.5448191533558311,0.6472790712792684,1,0.5396466627003688,0.49867678915840624,0.5303459678183592,0.5328435088514413,0.7741360083504772,0.20680400469754,0.14878491948836814,0.14603582079716187,0.1333191388057533,0.0818483416239193,0.3143723713390424,0.2219413300934271,0.11768071465974456,1,1,1,0.275191847760374,0.45494545252367036,0.48879368491214753,0.04351975975033306,0.40641492080992847,0.8025849922881281,0.46915432789472655,0.28020574776992213,0.5921794814669751,0.416617592141148,0.4995032858493369,0,1,2,Services,0,0,1,0
38,ENSG,ENSIGN GROUP INC,8051,0.6781637506662006,0.9313311537132869,0.9421088085681746,0.2881399502791806,0.7441800810366899,0,0.5285613218524695,0.2704457119939038,0.32291016601555356,0.27674977505242954,0.7192567795863262,0.8802854107706004,0.8384900036773664,0.8427144436824299,0.8696195412844385,0.6690617199717298,0.6004183147467355,0.6594280535077386,0.9100299222231464,1,0,1,0.275191847760374,0.6199830416555376,0.48832400665893205,0.5934593939107699,0.4522474455100853,0.294377147001882,0.41363173026144107,0.6607536630492601,0.2887088115662268,0.24986049380885944,0.5789113292116956,0,1,2,Services,0,0,1,0
39,SMBI,SYMBION INC/TN,8011,0.6040393215265958,0.475550461763981,0.46849077896260577,0.4526745135271952,0.28110092824081334,1,0.5383848870240773,0.06420995181215344,0.3173364146994092,0.3684855680102377,0.5849153257109988,0.3321943107467811,0.31242254742613207,0.2967790568845781,0.2679441773266937,0.21119279492817244,0.20949316119463496,0.5113770938208217,0.11768071465974456,0,1,1,0.6145549332424204,0.28272536559287165,0.40586936112078104,0.19984511220508688,0.43942966032596276,0.20620975269849978,0.817268430846454,0.04671652794629932,0.42584649698261234,0.7286032426104753,0.5046021824720768,1,1,1,Services,0,0,1,0
